"Nama dan Tanggal","Nama","Tanggal","Rating","Review"
"Daffania Line 3 April 2021 	","Daffania Line","3 April 2021","Diberi rating 4 bintang dari 5 bintang","Bagus...cuma kadang obat tdk tersedia di apotik terdekat harus pesen online...moga kedepan lebih baik..."
"RIMI CHANNEL 25 Maret 2021 	","RIMI CHANNEL","25 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Sumpah kenapa sekarang chat Ama dokter doang pake bayar dulu engga .aplikasi ini GX membantu orang susah mau konsultasi aja bayar .kecuali beli obat atau periksa oke lah tp ini cuma chat bayar .GX membantu sama se x"
"Anny Handayani 22 April 2021 	","Anny Handayani","22 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bermanfaat sekali aplikasi Halodoc"
"Kaka Im 7 April 2021 	","Kaka Im","7 April 2021","Diberi rating 1 bintang dari 5 bintang","Aplikasinya gak jalan.gak merespon. Menyebalkan."
"TomeV 14 Maret 2021 	","TomeV","14 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Konsultasi disini memuaskan tanpa pergi ke apotek saya ucapkan terima kasi atas ada aplikasi halodoc ini! Semoga halodoc bisa membuat banyak manfaat lagi"
"Atikah Wati 7 April 2021 	","Atikah Wati","7 April 2021","Diberi rating 5 bintang dari 5 bintang","bagus banget aplikasi nya dan respon dokternya pun baik"
"Ayu Agni 12 Februari 2021 	","Ayu Agni","12 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Thanks Halodoc.. Bener-bener ngebantu disaat urgent seperti long weekend sekarang Thanks buat dokter yang stand by walaupun weekend, chat nya juga asik dan ramah, info yang diberikan juga akurat banget"
"Octha Melani 21 April 2021 	","Octha Melani","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Informasi yg di dapat kan mudah terjawab"
"M.ilyasa Zhavutra 29 Maret 2021 	","M.ilyasa Zhavutra","29 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Aplikasi nya berbayar heheheheh...... Gak tau jg apk ini bagus atau ngga soalnya ngga terlalu nyobain, diliat sblm download sih bagus tp pas udh download ternyata berbayar, langsung kecewa sih. Tolong dikembangin lagi biar apk nya gk berbayar atau bisa gratis gitu, kayak apk sblh :"". Kasih bintang 1 dulu, kalo udh ada fitur tanya dokter GRATIS baru kasih bintang 5 :)"
"Melindaaprilia Ningsih 17 Februari 2021 	","Melindaaprilia Ningsih","17 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Membantu apaan? Lama gak jelas ribet? Udah mau bayar ada aja ini itu nyaa ribet, aplikasi ini gak berguna sumpah, boleh gak sih ngehack apk ini sumpah mau buat janji rapid di persulit"
"siti muliani 27 Maret 2021 	","siti muliani","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","App yang sangat useful dan efesien karena bisa memesan obat dimanapun tanpa harus keluar untuk cari apotek yang menyediakan obatnya ❤️ love this app! Kembangkan terus!"
"Fatma Wati 4 April 2021 	","Fatma Wati","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu ....pelayanan ramah good dokter ...."
"devi Susila 13 Februari 2021 	","devi Susila","13 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Saya puas dengan dokter dokternya , baik dan ramah - ramah .. .. Sejauh ini diaknosa dan obatnya alhamdulillah cocok .. Semoga para dokternya sehat selalu ... Aamiin"
"Suwandono 8 April 2021 	","Suwandono","8 April 2021","Diberi rating 5 bintang dari 5 bintang","Pengirim yg ramah dan sesuai S.O.P...memastikan bener pemesannya...salut buat drivernya"
"Marisa Hadi 2 Maret 2021 	","Marisa Hadi","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali dimasa pandemi seperti ini. Bisa konsultasi bahkan mendapatkan obat tanpa perlu keluar rumah. Serasa punya dokter pribadi"
"channel nya berhil 28 Maret 2021 	","channel nya berhil","28 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Assalamualaikum , maaf sebelum nya saya mau bertanya , tadi saya habis unduh aplikasi halodoc di playstore terus saya buka aplikasinya dan setelah masuk aplikasi halodoc lalu saya klik chat dengan dokter dan setelah itu saya lihat disitu ada pilihan dokter yang akan di chat untuk konsultasi kesehatan dan saya sebenarnya ingin sekali konsultasi kesehatan dengan dokter di aplikasi halodoc tetapi harus membayar dulu baru boleh chat dan konsultasi dengan dokter di chat halodoc ?"
"Retno Pertiwi 10 April 2021 	","Retno Pertiwi","10 April 2021","Diberi rating 5 bintang dari 5 bintang","Solusi yang praktis biaya murah dokter yang responsif"
"Dessy Chandra 27 Februari 2021 	","Dessy Chandra","27 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Sy mau online sekarang tiba-tiba sesi berakhir. Tidak ada petunjuk bahwa konsultasi by text atau VC atau apa. Buang-buang uang aja. Bayar tapi ga dapat konsultasi."
"Great Bima 30 Maret 2021 	","Great Bima","30 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Wah uang sudah diterima tapi status tes antigennya gak dikonfirmasi2. maunya nerima duit aja ya tp gak mau ngelayanin customer dan responnya sangat lama. Padahal sebelumnya lancar2 aja, tp kali ini bikin kecewa berat"
"Fransisca Dessyana 11 Maret 2021 	","Fransisca Dessyana","11 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi Halodoc sangat membantu sekali bagi saya dan keluarga membeli obat2an,vitamin,tes PCR dll.Apalagi masa pandemic begini.Mantap deh pokoknya!!!"
"Iqbal iqbal 16 Februari 2021 	","Iqbal iqbal","16 Februari 2021","Diberi rating 1 bintang dari 5 bintang","aplikasi ini memang enak sih untuk scheduling dengan dokter tanpa antri di rs nya. cuman belakangan service nya mengecewakan 1. hasil tes di infokan melalui sms jika sudah selesai, saat ini tidak ada 2. hasil tes hardcopy. tidak ada lagi softcopy jadi harus ambil di tempat tes lagi 3. media chat dengan cs responnya lambat, and klo kita tidak respon 1 menit mereka memutuskan jalur komunikasi dan harus ulang lagi, sementara mereka merespon nya sangat lambat . 4. cs tidak bisa memberikan konfirmasi konfirmasi ke bagian terkait, artinya tidak ada SLA di sisi halodoc untuk responsif nya"
"Dian Peni Mumpuni 16 April 2021 	","Dian Peni Mumpuni","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokter nya co operative sx, & sgt nyaman utk konsul, makasih"
"Agnes A. Puspita 13 April 2021 	","Agnes A. Puspita","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu untuk saya yg sulit keluar rumah."
"Faridawati Chow 27 Februari 2021 	","Faridawati Chow","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Keren bgt aplikasi halodoc bs membantu di saat hectic dan khususnya saya mengucapkan terima kasih kepada dr. Fenny yg sangat ramah saat memberikan konsultasi, trus resepnya pun sangat cocok untuk saya"
"Yovvi Hs 16 Maret 2021 	","Yovvi Hs","16 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Hallo halodoc saya Iwan Setiawan BE 4068 AG salah satu driver gojek bandar Lampung ,saya mau konfirmasi saya dapat orderan halodoc di apotek jesaya farma orderan pengambilan obat ,saya di harap menunggu karna barang sedang di persiapkan ternyata obat yg di order tidak tersedia sementara aplikasi gojek saya sdh saya jalankan kalau holodoc order gojek,barang sdh ready driver tinggal bawa karna barang tidak ada dan saya tetap menjalankan orderan berdasarkan konfirmasi pelanggan dan pihak apotik apl"
"Risky Fajriyah 20 Maret 2021 	","Risky Fajriyah","20 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Niat make aplikasi ini supaya cepat karna di rumah sendirian ,tp nyatanya apoteknya jaaaauhhhh bgtt . Pdhl ada apotek bumn dan swasta diskitar aku, lain kali mungkin bisa ada fitur yg ngebuat pembeli/driver yg milih apotek terdekat pakai manual. Kalau gini saya harus nahan rasa sakit lebih lamaa pdhl posisi saya di kota ."
"Robi Heryanto392 11 April 2021 	","Robi Heryanto392","11 April 2021","Diberi rating 1 bintang dari 5 bintang","Chat aja berbayar, mending pake oke google aja gratis"
"Tito Irwanto 15 Februari 2021 	","Tito Irwanto","15 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sementara ini aplikasi sangat membantu , cuma metode pembayarannya aja yang perlu di tambahin lagi kalau ada pembesaran cash malah lebih baik... Semakin di tingkatkan dan sukses buat halodoc Terima kasih"
"robert budianto 6 Maret 2021 	","robert budianto","6 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bagus dan puas dengan Halodoc , petugas nya ramah dan memahami dibidangnya , mempunyai rasa kepemilikan Halodoc sehingga kustomer di layani dengan ramah sampai kustomer merasakan puas dengan Halodoc , terus upgrade bidang kedokteran dan update yang terbaru medicine maupun informasi virus Corona dan virus lainnya , vaksin untuk semua umur , servis drivethru dimudahkan pengajuan nya maupun sertifikat hasilnya , harga yang terjangkau untuk semua nya ."
"Dayu Putri 7 Maret 2021 	","Dayu Putri","7 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih halodoc, sangat membntu sekali di era pandemi ini. Gk ribet hrs ke RS untuk konsultasi, diem di rmh tinggal chat saja, dokternya ramah & responsif❤️"
"PAULUS AGUSTUS 17 April 2021 	","PAULUS AGUSTUS","17 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat Membantu apalagi di masa pademu seperti ini"
"Gumala sari Sari 10 April 2021 	","Gumala sari Sari","10 April 2021","Diberi rating 3 bintang dari 5 bintang","Sangat membantu untuk.konsultasi masalah kesehatan"
"Zulfa Devyta 28 Februari 2021 	","Zulfa Devyta","28 Februari 2021","Diberi rating 3 bintang dari 5 bintang","Selamat malam, mohon maaf sebelumnya, saya mau bertanya. Apakah di halodoc ini berbayar? Misalkan ketika akan konsultasi dengan salah satu dokter. Soalnya saya belum pernah menggunakan aplikasi ini. Trimakasih"
"Nanto Nuradhi Riyanto 7 April 2021 	","Nanto Nuradhi Riyanto","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Mencari obat lebih gampang dan pelayanannya cepat"
"Nelly Masudin 31 Maret 2021 	","Nelly Masudin","31 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya sabar setiap ngasih jawaban jelas n akurat baik pula mksh dok jangan pernah bosen y dok setiap x sy ingin menanyakan tentang kesehatan 😁🙏🙏"
"Naila Rahman 21 Maret 2021 	","Naila Rahman","21 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Buat saya aplikasi ini sangat membantu.anak anak dan keluarga sehat semua tanpa harus berangkat ke klinik secara langsung..terima kasih halodoc😇"
"ilham sanjaya 25 Februari 2021 	","ilham sanjaya","25 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Uang refund saya sebesar 1,1 juta karena pembatalan PCR Kok belum dikirim??? Sejak tanggal 3 februari sampai 25 februari Statusnya masih proses aja ?????"
"annisa anastasya 13 April 2021 	","annisa anastasya","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Membantu sekali, apa lg untuk musim pandemi gini"
"Cute Cut 21 Februari 2021 	","Cute Cut","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah Dokternya ramah dan sy puas berkeluh kesah..biaya jg murah dan bs dilakukan dirumah itu sangat memudahkan..diksi resep jg dan dikasi penjelasan detail..bayar konsulnya ada yg diskon wah wah thank U so much Halodoc"
"Ratih Kumalasari 2 Maret 2021 	","Ratih Kumalasari","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi ini sangat membantu apalagi disaat pandemi sprt skrg ini, dan dokter2nya bagus, obat2an nya juga tepat dan efektif, apalagisuka ada disc besar utk konsultasi"
"Yayan Alfian 16 April 2021 	","Yayan Alfian","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu di saat pandemi seperti saat ini"
"encep cahyadi 2 Maret 2021 	","encep cahyadi","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah sangat membantu, saya dan keluarga udah setahun menggunakan halodoc dan Alhamdulillah terasa hasiat dari obat-obatan yg di kasih bagus2"
"ufi ufa 4 April 2021 	","ufi ufa","4 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi sangat membantu harga Konsul yg bersahabat dokter nya ramah"
"Renok Renok 11 Maret 2021 	","Renok Renok","11 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya Ramah, responya juga cepat, Recomended bgt 👍bersyukur juga bisa ada halodoc jadi gak usah repot2 kerumah sakit obatnya juga bisa langsung dikirim 👍👍👍"
"Chywie 22 Februari 2021 	","Chywie","22 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat bagus, membantu sekali. Respon dokter pun cepat. Tidak perlu ke RS sekarang bisa. Hanya konsultasi, obat dikirim ke rumah. Terimakasih Halodoc."
"Vebi Dian 1 Maret 2021 	","Vebi Dian","1 Maret 2021","Diberi rating 5 bintang dari 5 bintang","benar2 sangat membantu..apa lagi di saat pandemi sprti ini..tdk sempat ke luar rmh beli obat,ank sdg sakit,tdk ada yg bs di suruh..😭trimakasih utk aplikasi ini bnr2 sangat membantu saya...👍👍🙏"
"lita indriani 18 April 2021 	","lita indriani","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dalam konsultasi tentang kesehatan"
"Kenedy Tan 31 Maret 2021 	","Kenedy Tan","31 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Mungkin krn baru pakai Aplk Halodoc makanya agak rada bingung tp konsultasi dgn Doc cukup baik, ramah, dan jelas , Thanks"
"Nia Priyana 23 Maret 2021 	","Nia Priyana","23 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Senang deh, adanya aplikasi kayak gini bisa mempermudah untuk tetap sehat, karena bisa konsultasi online disaat kondisi lg pandemi gini"
"Bagus Apriansah 12 Maret 2021 	","Bagus Apriansah","12 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Cukup baik dalam pertanyaan tentang kesehatan maupun konsultasi ke dokter.. dokternya pun ramah2 dan cukup baik dalam memberikan jawabannya"
"Rachmat Sulistiawan 10 April 2021 	","Rachmat Sulistiawan","10 April 2021","Diberi rating 5 bintang dari 5 bintang","Anjuran kasih obat dan tips nya sangat berguna"
"SenoARi_suseno 21 Februari 2021 	","SenoARi_suseno","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","trimaksih utk mas Amirul yg sdh cepat merespon surat sy. Good Job Man.. 👍👍🤭. kesulitan sy, sy sdh aktifkan lokasi... tapi ttp gak bs login... tolong dibantu.. SenoARi"
"Sri Utami 21 April 2021 	","Sri Utami","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Mantap...secepat kilat, penjelasan detail"
"Lutfi Yazid 13 April 2021 	","Lutfi Yazid","13 April 2021","Diberi rating 5 bintang dari 5 bintang","dr nya ramah2 mantappo... sellaumemberikan penjelasan yang di butuhkan"
"Nadia Tatyani Habibah 6 April 2021 	","Nadia Tatyani Habibah","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali dalam kondisi covid ini"
"Hafiz m 16 Maret 2021 	","Hafiz m","16 Maret 2021","Diberi rating 4 bintang dari 5 bintang","maaf mau tanya,,, untuk rapid antigen yg di Kemayoran,,untuk metode pembayaran bisa pake ATM BRI ngga?TRIms"
"Yuli Simbar 7 April 2021 	","Yuli Simbar","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokter ramah dan memberi penjelasan dgn akurat"
"Adepratiwi Ariani 5 April 2021 	","Adepratiwi Ariani","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Thanks dok..semoga bs bermanfaat untuk saya"
"Indra Sulistyono 22 April 2021 	","Indra Sulistyono","22 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi mantap murah, terimakasih"
"SHEZA MAYSOON 17 Maret 2021 	","SHEZA MAYSOON","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dan bermanfaat disaat pandemi seperti ini. Obat yang dianjurkan sangat baik dan cepat menyembuhkan sesuai penyakit. Tepat sasaran. Terima kasih"
"Tami Mochamad Rizal 17 April 2021 	","Tami Mochamad Rizal","17 April 2021","Diberi rating 5 bintang dari 5 bintang","Mantap konsultasi jam 00.10 obat lgsg dtg jam 01.11. Aplikasi sangat membantu semoga obat yg diberikan cocok"
"Halimah ts 22 April 2021 	","Halimah ts","22 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya menjelaskan dengan jelas"
"uchy 12 April 2021 	","uchy","12 April 2021","Diberi rating 1 bintang dari 5 bintang","Pembayaran melalui ovo atau dana tidak ada ya"
"Indri Ndri 3 April 2021 	","Indri Ndri","3 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus bisa kasih informasi yg menarik & baik."
"Verra Darmayanty 12 April 2021 	","Verra Darmayanty","12 April 2021","Diberi rating 5 bintang dari 5 bintang","Mantep murah bisa konsultasi dgn dokter bayar lewat gopay"
"Ifa Masruroh 13 April 2021 	","Ifa Masruroh","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu ketika pengalaman saya kurang"
"Koni Ross 27 Maret 2021 	","Koni Ross","27 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Cukup baik utk penanganan pertama apalagi utk kita yg suka panik dan jangan sampai self diagnose, lebih baik bertanya langsung pd ahlinya guys!"
"Vany Melinda 10 Maret 2021 	","Vany Melinda","10 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Pemesanan dan pengiriman obat sangat cepat.sangat membantu dalam keadaan mendesak.ayah saya perlu obat jantung secepatnya.ga sampe 1 jam dah sampe.terima kasih halodoc"
"maju terus 2 April 2021 	","maju terus","2 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi mantaapp... Dan sangat membantu....."
"Rita Mesrina 15 April 2021 	","Rita Mesrina","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi nya bagus dokternya pun responnya cepat 👍👍👍"
"LILI DEVI 9 April 2021 	","LILI DEVI","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Service baik dan hasil cepat diterima customer"
"Ruwida Johan 17 April 2021 	","Ruwida Johan","17 April 2021","Diberi rating 5 bintang dari 5 bintang","Chat dgn para dokternya sangat membantu.."
"semut merah 21 April 2021 	","semut merah","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Praktis sangat membantu terimakasih"
"Gunawan Ida 19 April 2021 	","Gunawan Ida","19 April 2021","Diberi rating 3 bintang dari 5 bintang","W kirim. Mata , Mm k. Yun ukm, j mi"
"Acen Gouw 19 April 2021 	","Acen Gouw","19 April 2021","Diberi rating 5 bintang dari 5 bintang","Puas banget dengan halodoc, cepat tanggap 🙏🙏👍👍"
"Tom G 13 Maret 2021 	","Tom G","13 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Semua berbayar ga ada yg gratis, sy cuma mau nanya obat batuk pilek yg terbaik yg dijual di warung, karna nggak paham perbedaan masing"" obat Tp lumayan lah app nya bisa liat dokter yg cantik dengan pengalamannya dan tau dia lulusan mana 😁 Saya rasa bintang 4 sudah sangat pas untuk app ini"
"Faisal Fais 9 Maret 2021 	","Faisal Fais","9 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Makasih untuk ibu dokter Dr. Uji Asiah,M.Sc.Spa Dokternya baik,ramah dan sangat jelas dalam memberikan penjelasannya,sng bisa konsul sm bu dokter🙏🏻"
"Juvenus Matahari 13 Maret 2021 	","Juvenus Matahari","13 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Ngapain harus ngantri ke klinik atau rumah sakit atau ke dokter, mending Halodoc aja. Tinggal klik konsultasi keluhan, tunggu obat, beres... Halodoc, keren, terimakasih kasih, Halodoc"
"Guritno Ristopo Parnada 11 Maret 2021 	","Guritno Ristopo Parnada","11 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Bintang 2 dulu, karena pilihan pembayaran sangat terbatas. Segera dievaluasi lagi dan dapat ditambahkan pilihan pembayaran seperti LinkAja / Transfer menggunakan Rekening Virtual."
"Fauzia Nur Sobarunnisa 18 Februari 2021 	","Fauzia Nur Sobarunnisa","18 Februari 2021","Diberi rating 3 bintang dari 5 bintang","Paket saya ga sampe , tidak ada pertanggung jawabannya !!! --> thanks akhirnya dana saya diganti juga walaupun lama banget dan proses nya panjang"
"Rasyid Arfiawan Gani 24 Maret 2021 	","Rasyid Arfiawan Gani","24 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Untuk saat ini saya beri 2 bintang karena dari tadi saya coba masuk ke halodoc tp malah keluar langsung padahal sinyal hp saya mendukung"
"Lulu Miftahul Janah - RAL 2 April 2021 	","Lulu Miftahul Janah - RAL","2 April 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah bisa konsultasi langsung dengan dokter spesialis yang di inginkan. Semoga sukses terus halodoc."
"Widiya Ningsih 20 April 2021 	","Widiya Ningsih","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Pertama kali konsultasi memuaskan lumayan ramah"
"Alfatara NS 11 April 2021 	","Alfatara NS","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Penolong banget.... App yang user friendly bgt"
"naycilla cilla 14 Maret 2021 	","naycilla cilla","14 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu saat kondisi seperti ini tanpa hrs dtng k rumah sakit pasien aman sehat t jaga.terima kasih hallo doc pertahankan respon cepat dengan dokter"
"Rani Arkan 22 Maret 2021 	","Rani Arkan","22 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Mau konsultasi aja harus pake bayar segala,kalo kaya gitu mending langsung ke RS aja,bisa langsung di kasih obatnya,bukanya membantu inimah"
"Armeda Yulia 9 Maret 2021 	","Armeda Yulia","9 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Amat sangat membantu disaat urgent membutuhkan obat, malam haripun masih bisa chat dg dokter spesialis, dan obatny jg cepat dtangnya, trimakasih jg utk gosend."
"Dedy Saputra 21 April 2021 	","Dedy Saputra","21 April 2021","Diberi rating 1 bintang dari 5 bintang","Kode voucher trus di bilang invalid"
"Arda Mareta NJ 7 April 2021 	","Arda Mareta NJ","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Proses mudah dan cepat dalam pemesanan obat"
"Mega Bekti Suryana 21 Maret 2021 	","Mega Bekti Suryana","21 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih dengan adanya app halodoc saya lebih mudah konsul dengan dokter. Semoga sakit yang ada pada diri saya, segera sembuh. Amin"
"Shinta Ocean 13 Maret 2021 	","Shinta Ocean","13 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bisa membantu waktu saya sakit maag di kosan dan tidak bisa berjalan ke apotik lalu saya pesan via halodoc by gojek. Puji Tuhan langsung saya minum obat nya dan sembuh. Untung ada halodoc 😍🤗"
"Denny S. Permana 23 April 2021 	","Denny S. Permana","23 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus bermanfaat sekali... Toppp"
"Zoen Mr 10 April 2021 	","Zoen Mr","10 April 2021","Diberi rating 5 bintang dari 5 bintang","Praktis dan dokter pelayanan ramah dan oke👍"
"Romi Adisyahputra 17 April 2021 	","Romi Adisyahputra","17 April 2021","Diberi rating 5 bintang dari 5 bintang","praktis dan puas.. terima kasih halodoc"
"Sari Kartini 19 Februari 2021 	","Sari Kartini","19 Februari 2021","Diberi rating 5 bintang dari 5 bintang","HALODOC sangat membantu di saat pandemi seperti ini ,,apalagi saya yg sedang hamil.. selalu puas mendapatkan respon baik dan ramah dari dokter dokter nya 😊😊 HALODOC THE BEST 😍"
"Hikmah Fauzia 2 Maret 2021 	","Hikmah Fauzia","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih halodoc.. setidaknya saya tidak harus ke apotik utk pesan obat rutin suami saya ini.. semoga smakin bagus ke depannya.. terimakasih 😇"
"Sylvie Tan 16 Maret 2021 	","Sylvie Tan","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Membantu sekali untuk konsultasi dokter, tidak perlu antri lama, pembelian obat pun sangat mudah, langsung diantar sampai depan rumah.."
"randy Widjaya 5 April 2021 	","randy Widjaya","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya selalu tanggap dan cepat respon"
"Ahwa Malahayati 27 Maret 2021 	","Ahwa Malahayati","27 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Halo doc Beberapa waktu lalu call center dari halo dokter menelepon saya dan menawarkan prodak unlimited perbulan 39.000 dengan sistem auto debit... fasilitas bebas chat kapan saja dengan semua dokter... Akan tetapi sampai sekarang fitur d aplikasi saya tidak berubah.. tetep ada tarif nya tidak free... Ulasan Lengkap"
"Abdur Rohman 14 April 2021 	","Abdur Rohman","14 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya balasnya cepat, dan ramah.."
"doni jr46 25 Maret 2021 	","doni jr46","25 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Halo doc,saya barusan dapet telpon mengatas namakan halodoc dia minta email pribadi data diri saya dan juga nmor rekening atm saya,apakah bner ini dari halodoc mohon infonya..? Klo bner iya saya tidak apa2 tapi klo sampe boong atau apa ada2 dengan data saya dan atm saya,saya akan membawa ini kepihak... Ulasan Lengkap"
"Dita Farida 14 Maret 2021 	","Dita Farida","14 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bingung awalnya. Ada biaya penanganan. Tp kok ngga ada biaya ongkir. Gataunya biaya penanganan tuh termasuk ongkirnya hahaha. Jatohnya lebih murah. Tengkyu halodoc ❤"
"Eka Putra wanto 10 April 2021 	","Eka Putra wanto","10 April 2021","Diberi rating 1 bintang dari 5 bintang","Respon CS sangat lambat jika ada keluhan"
"Rista Arfi 25 Maret 2021 	","Rista Arfi","25 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Gimana ini pesan obatnya susah terus .. sedang mencari driver terus .. kalo pesan offline bisa gak sih? Langsung k apotik trus kasih liat resepnya?"
"MUHAMMAD HARIS HASIBUAN 15 April 2021 	","MUHAMMAD HARIS HASIBUAN","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Mantap. Konsultasi sama dokternya enak"
"Andre Yosfa 30 Maret 2021 	","Andre Yosfa","30 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Mf saya baru saja download aplikasi ini. Karena saya pingn tahu gejala sakit yg saya alami. Apakah d kenakan biaya bulanan🙏"
"Sofri Hasibuan 6 Maret 2021 	","Sofri Hasibuan","6 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah saya terbantu walau saya konsultasi dini hari atas penyakit saya, sekaligus sama obatnya saya terima."
"Aristiana Kurniati 18 April 2021 	","Aristiana Kurniati","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah aplikasinya sangat membantu"
"Siti Khadijah 24 April 2021 	","Siti Khadijah","24 April 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih semua serba cepet"
"Dine Mutiarani 18 Februari 2021 	","Dine Mutiarani","18 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Pagi2 konsultasi dengan bu dokter yang cantik, memberikan diagnosa yang baik, resep terjangkau, bahasa yang ramah, terima kasih ya dok🙏🙏👍👍👍"
"Sani Darman 2 Maret 2021 	","Sani Darman","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Halodoc maap sebelumnyah saya mau tanya,,udah hampir 2 Minggu hidung saya tidak bisa mencium bau,,coba jelaskan doc?"
"Tasripin 16 Maret 2021 	","Tasripin","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat-sangat rekomendasi bgt utk didownload terutama yg kesulitan mencari dan membeli obat yg sangat dibutuhkan.."
"Vikas Kanna 7 April 2021 	","Vikas Kanna","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat Membantu, Terima Kasih Halodoc"
