review,aspect_category,polarity
chat dokter gratis tidak tahu bayar bagus bagus,harga,negatif
sangat bantu dokter cukup jelas sabar,anekdot/serbaneka,positif
aplikasi sangat bantu palagi kondisi pandemi seperti rumah sakit rujuk copid,sistem,positif
informasi advise sangat bantu terima kasih dokter,anekdot/serbaneka,positif
oke sangat bantu tidak perlu keluar rumah temu dokter,anekdot/serbaneka,positif
kok bayar gopay docternya tidak respon mana uang gopay kok bayar ganti dokter,anekdot/serbaneka,negatif
bantu sekali,anekdot/serbaneka,positif
bayar gagal uang potong dokter tidak tidak beres,sistem,negatif
bagus sekali sangat bantu pandemi seperti,anekdot/serbaneka,positif
bagus sangat bantu sekali terima kasih moga makin sukses,anekdot/serbaneka,positif
bantu tidak bisa keluar beli obat langsung,anekdot/serbaneka,positif
bagus sangat responsif aplikasi tidak lambat lambat,pelayanan,positif
sangat bantu desak,pelayanan,positif
mudah terima kasih layananya,pelayanan,positif
oke sangat bantu,pelayanan,positif
bagus aplikasi cepat tangap terima kasih,anekdot/serbaneka,positif
layan respon dokter apotek sangat baik cepat,pelayanan,positif
sangat bantu pandemi saran responsif,anekdot/serbaneka,positif
oke sekali dokter,pelayanan,positif
sangat puas konsultasi aplikasi layananya cepat,anekdot/serbaneka,positif
ketemu bisa kembang bisa vidio call keren,anekdot/serbaneka,positif
barang selalu tidak padahal bayar respon jelek,anekdot/serbaneka,negatif
terima kasih aplikasi sangat bantu,anekdot/serbaneka,positif
bagus kirim pesan cepat banyak diskon,anekdot/serbaneka,positif
layan baik cepat kirim cepat terima kasih,pelayanan,positif
dokter baik tidak sulit tidak keluar rumah,pelayanan,positif
dokter cepat tangap ramah muas,pelayanan,positif
baik jawab sabar,pelayanan,positif
sangat mudah,anekdot/serbaneka,positif
sangat bantu kondisi sibuk tambah pandemi,anekdot/serbaneka,positif
selamat kala obat cari apotek dekat kosong bagus bagus,anekdot/serbaneka,positif
terima kasih moga maju kembang,anekdot/serbaneka,positif
unduh resep digital tidak dokumen padahal keteranganya unduh masuk dokumen jelek,sistem,negatif
aplikasi sangat bantu mudah masyarakat,sistem,positif
bantu ringan beban rumah,anekdot/serbaneka,positif
konsultasi moga selalu baik,anekdot/serbaneka,positif
bagus bisa coba,anekdot/serbaneka,positif
sangat bantu cari informasi sehat terima kasih,anekdot/serbaneka,positif
sangat amat bantu senang terima kasih,anekdot/serbaneka,positif
cepat tangap puas konsultasi terima kasih,pelayanan,positif
sangat manfaat,pelayanan,positif
nunggu dokter chat lama benar padahal bayar registrasi,anekdot/serbaneka,negatif
bantu beli obat konsultasi dokter,anekdot/serbaneka,positif
bagus cepat obat,pelayanan,positif
bagus bantu,anekdot/serbaneka,positif
prabayar mengunakn ovo gimna komen dokter hu payah,sistem,negatif
sulit aplikasi nyambungin gopay susah sekali,sistem,negatif
sangat manfaat bagus sekali aplikasi,anekdot/serbaneka,positif
biasa aplikasi inovasi anak bangsa sangat hebat sangat bantu masyarakat indonesia mudah dapat akses layan sehat fitur fiturnya sangat bantu di tengah pandemi aplikasi sangat bantu bisa obat tanpa antri ulas lengkap,anekdot/serbaneka,positif
moga bisa bantu,anekdot/serbaneka,positif
bagus aplikasi sangat bagus,anekdot/serbaneka,positif
bagus aplikasi,anekdot/serbaneka,positif
keren aplikasi bisa adan darurat,anekdot/serbaneka,positif
lumayan bantu,anekdot/serbaneka,positif
puas sekali konsultasi dokter dokter,pelayanan,positif
sangat muas,anekdot/serbaneka,positif
sangat manfaat,anekdot/serbaneka,positif
aplikasi sangat bantu sekali terima kasih bagus bagus,anekdot/serbaneka,positif
sangat bantu,anekdot/serbaneka,positif
bicara bicara tidak sedia kalender menstruasi,anekdot/serbaneka,negatif
bantu sekali,anekdot/serbaneka,positif
terima kasih cepat respon dokter spog resep cocok senang bantu,pelayanan,positif
bagus bagus bisa,anekdot/serbaneka,positif
jelas cukup erti,pelayanan,positif
bantu sekali,anekdot/serbaneka,positif
lugas jelas,pelayanan,positif
senang sekali bisa konsultasi mudah,anekdot/serbaneka,positif
tidak bisa daftar gagal padahal sinyal lancar,sistem,negatif
moga anak cocok obat dokter anak resep,anekdot/serbaneka,positif
sangat bantu mudah guna bagus poko,anekdot/serbaneka,positif
layan cepat,pelayanan,positif
sangat bantu,anekdot/serbaneka,positif
aplikasi sangat bantu terima kasih,anekdot/serbaneka,positif
mudah pandemi,pelayanan,positif
pelan tidak bisa buka lambat,sistem,negatif
praktis tidak perlu antre dokter cepat respon,sistem,positif
sangat bantu,anekdot/serbaneka,positif
dokter ramah cepat respon terima kasih,pelayanan,positif
cukup bantu,anekdot/serbaneka,positif
beli obat jam mudah tanpa sulit terima kasih bagus,anekdot/serbaneka,positif
pakai sekali konsultasi hasil bagus sekali,anekdot/serbaneka,positif
layan prima,pelayanan,positif
bantu sekali kondisi sakit,anekdot/serbaneka,positif
sangat bantu sekali situasi pandemi,pelayanan,positif
sangat bantu bagus bagus bagus,pelayanan,positif
bagus,anekdot/serbaneka,positif
sangat bantu,pelayanan,positif
dokter cepat tangap dengar keluh,pelayanan,positif
bantu tepat sukses,anekdot/serbaneka,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
respon dokter ramah cepat moga sukses selalu senang,pelayanan,positif
sangat bantu,pelayanan,positif
aplikasi sangat butuh tanpa rumah sakit,anekdot/serbaneka,positif
sangat bantu,pelayanan,positif
muas cepat obat apa sedia,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu sekali sakit,pelayanan,positif
sangat bantu,pelayanan,positif
seperti cara metode tanpa bayar,anekdot/serbaneka,negatif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
wah sangat bantu obat pandemi,pelayanan,positif
sangat bantu,pelayanan,positif
terima kasih banyak dokter baik ramah,pelayanan,positif
aplikasi sangat bantu pandemi seperti bagus bagus bagus bagus bagus,anekdot/serbaneka,positif
layan konsultasi sehat cepat sederhana sekali,pelayanan,positif
sangat bantu bantu,pelayanan,positif
sangat bantu bantu,pelayanan,positif
sangat bantu,pelayanan,positif
bantu sekali pandemi seperti,anekdot/serbaneka,positif
cepat praktis,anekdot/serbaneka,positif
sangat bantu pandemi seperti,pelayanan,positif
seru diskusi bareng dokter teman curah hati bagus bagus,pelayanan,positif
dokter baik ramah cukup puas solusi,pelayanan,positif
sangat bantu,pelayanan,positif
sangat bantu,pelayanan,positif
bantu pandemi dokter bagus,anekdot/serbaneka,positif
bagus sangat bantu darurat,anekdot/serbaneka,positif
sangat puas dokter kasih arah terima kasih,pelayanan,positif
puas pelayananya moga berkah sehat selalu,pelayanan,positif
obat dokter sangat manjur terima kasih dokter bantu,anekdot/serbaneka,positif
dokter ramah sangat perhati terima kasih,pelayanan,positif
amat sangat bantu utama pandemi,anekdot/serbaneka,positif
bantu sekali dokter ramah,anekdot/serbaneka,positif
sangat bantu pandemi mas takut rumah sakit,anekdot/serbaneka,positif
ramah respon cepat terima kasih,pelayanan,positif
singkat padat jelas lama chat dokter spesialis bagus,pelayanan,positif
sangat bantu situasi seperti,anekdot/serbaneka,positif
nyaman sekali dokter suka,anekdot/serbaneka,positif
respon dokter cepat detail kirim obat sangat cepat,pelayanan,positif
respon dokter baik baik aplikasi sangat bantu pasien,pelayanan,positif
sangat bantu pandemi kecil demam,anekdot/serbaneka,positif
benar benar bantu sekali aplikasi,anekdot/serbaneka,positif
sangat bantu,anekdot/serbaneka,positif
sangat bantu sekali terima kasih,anekdot/serbaneka,positif
terima kasih kasih bantuanya dokter,anekdot/serbaneka,positif
sangat bantu,anekdot/serbaneka,positif
sangat bantu dokter,anekdot/serbaneka,positif
pelayananya bagus obat cepat nyampenya,pelayanan,positif
sangat bantu,anekdot/serbaneka,positif
sangat bantu,anekdot/serbaneka,positif
bagus pakai gratis bayar,anekdot/serbaneka,positif
dokter jelas jasa resep,pelayanan,positif
sangat bantu kondisi tidak tentu,anekdot/serbaneka,positif
baik bagus bagus bagus bantu sekali pandemi seperti suka,anekdot/serbaneka,positif
sangat bantu tidak perlu keluar rumah terima kasih,anekdot/serbaneka,positif
cara suka dokter aplikasi,anekdot/serbaneka,positif
sangat bantu kala demi seperti,anekdot/serbaneka,positif
sangat bantu,anekdot/serbaneka,positif
dokter ramah respon cepat koperatif,pelayanan,positif
dokter ramah ramah sangat jelas detail,pelayanan,positif
sangat bantu butuh obat thanks,anekdot/serbaneka,positif
bagus sekali sangat tolong terima kasih,anekdot/serbaneka,positif
daftar vaksin tanggal maret cek,anekdot/serbaneka,negatif
sangat bantu pandemi terima kasih kasih,anekdot/serbaneka,positif
mudah klik praktis sangat bantu bagus,anekdot/serbaneka,positif
pelayananya ramah paham bidang,anekdot/serbaneka,positif
bagus aplikasi dokter pribadi terima kasih,anekdot/serbaneka,positif
sangat mudah konsultasi tanpa keluar rumah,pelayanan,positif
sangat bantu layan dokter muas,pelayanan,positif
