review,sentiment
"nyaman,dokternya,suka",1
"respon,dokter,cepat,detail,pengiriman,obat,cepat",1
"respon,dokternya,baik,baik,aplikasi,membantu,pasien",1
"membantu,pandemi,demam",1
"membantu,aplikasi",1
membantu,1
"membantu,terima,kasih",1
"terima,kasih,kasih,bantuanya,dokter",1
membantu,1
"membantu,dokter",1
"pelayananya,bagus,obatnya,cepat,nyampenya",1
membantu,1
membantu,1
"bagus,pakai,gratis,bayar",0
"dokter,jelas,penjelasanya,resep",1
"membantu,kondisi,menentu",1
"terbaik,bagus,membantu,pandemi,suka",1
"membantu,rumah,terima,kasih",1
"suka,dokter,aplikasi",1
"membantu,dikala,pendemi",1
membantu,1
"dokternya,ramah,respon,cepat,koperatif",1
"dokternya,ramah,ramah,detail",1
"membantu,kebutuhan,obat,thanks",1
"bagus,menolong,terima,kasih",1
"daftar,vaksin,tanggal,maret,menceknya",1
"membantu,pandemi,terima,kasih,kasih",1
"semudah,diklik,praktis,bantu",1
"pelayananya,ramah,paham,bidangnya",1
"bagus,aplikasi,dokter,pribadi,terima,kasih",1
"memudahkan,konsultasi,rumah",1
"membantu,pelayanan,dokter,memuaskan",1
