rating,review,aspect_category,word_count,avg_word
5,"'aplikasi','membantu'",Anekdot/Serbaneka,2,10.0
5,"'membantu','semoga','resep','obat','berkhasiat','kesembuhan','anak','terimaksih','halodoc'",Pelayanan,9,9.11111111111111
1,"'slow','respon','admin','uang','cepat','keluhan','kendala','lambat','parah'",Pelayanan,9,7.444444444444445
1,"'harga','bagus','sayang','overload','slow','respon','ditelpon','customer,service','susah','masuk','hasil','rapid','antigen','jam','jam'",Pelayanan,16,7.5
5,"'bagus','pelayanan','ramah'",Pelayanan,3,8.333333333333334
1,"'respon','costumer','servies','iya','lambat','lambat','solusi','bermasalah','aplikasi','halodok','iya','singkron'",Pelayanan,12,8.5
4,"'konsultasi','bayar','pakai','gopay','gagal','konsultasi','menu','direfund','konsultasi'",Pelayanan,9,8.88888888888889
5,"'aplikasi','keren','membantu'",Anekdot/Serbaneka,3,9.0
5,"'auntik','vaksin','mandiri','kusus','lanjut,usia','umur','aplikasi'",Anekdot/Serbaneka,8,7.5
5,"'suka','pakai','aplikasi','konsultasi','murah','rumah','sakit'",Pelayanan,7,8.0
5,"'konsultasi','beli','obat','halodoc','mudah','aplikasi','report','konsultasi','beli','obat','tungu','rumah','deh'",Pelayanan,13,7.769230769230769
5,"'aplikasi','halodoc','membantu'",Anekdot/Serbaneka,3,9.666666666666666
5,"'pelayanan','bagus','puas'",Pelayanan,3,8.0
5,"'bagus','mudahin','cek','toko','daerah'",Pelayanan,5,7.0
5,"'kondisi','sulit','rumah','halodoc','membantu','terima,kasih','barakalah'",Pelayanan,8,8.25
5,"'ok','memudahkan','membantu'",Pelayanan,3,8.666666666666666
5,"'mantap','membantu','terima','kasih','halodoc','mudah','mudahan','berkembang'",Pelayanan,8,8.75
5,"'layanan','dokter','cepat','respon','komunikasi','terima','terima','kasih'",Pelayanan,8,8.375
5,"'membantu','sat','pandemi'",Pelayanan,3,8.0
5,"'pesan','obat','cepat','membantu','disetiap','kondisi'",Pelayanan,6,8.166666666666666
2,"'halo','dok','terlambat','postif','hamil','mohon','petunjuk','dok'",Pelayanan,8,7.375
4,"'aplikasi','mudah','dn','membantu','semoga','responsif','melayani','sat','konsultasi','terima,kasih','halodoc'",Pelayanan,12,8.25
1,"'apotek','toko','beli','barang','harga','puluh','nol','beli','enam','puluh','nol','ajar'",Harga,12,6.416666666666667
5,"'dokter','ramah','komunikatif'",Pelayanan,3,9.333333333333334
5,"'terima','kasih','dok','resep'",Anekdot/Serbaneka,4,6.75
5,"'mantap','pokok','musim','anak','sakit','mudah','nanganin','terima,kasih'",Pelayanan,9,7.222222222222222
5,"'membantu','mobile','dimasa','pandemi','ke,depan','semoga','pilih','apotek'",Pelayanan,9,7.444444444444445
5,"'aplikasi','freze','telepon,genggam','masuk','tampilan','aplikasi','redmi','note','delapan','mohon','bantuan'",Sistem,12,8.166666666666666
1,"'bayar','iklan','gratis'",Harga,3,7.333333333333333
3,"'kak','masuk','kalender','kehamilan','menu','iya'",Sistem,6,7.333333333333333
4,"'proses','apotek'",Pelayanan,2,8.0
5,"'membantu','tolong','mhl','mhl','konsultasi','pasien','butuh','bantuan','konsultasi'",Harga,9,8.444444444444445
5,"'asli','bagus','jam','malam','mencari','obat','pilek','anak','langsung','pakai','gojek'",Pelayanan,11,7.0
5,"'suka','aplikasi','membantu'",Sistem,3,8.666666666666666
5,"'memudahkan','berkonsultasi','dokter','membeli','obat','memudahkan','aplikasi','bagus'",Sistem,8,9.875
5,"'halo','doc','gatal','bintik','kmudian','nanah','selangkangan','paha','petunjuk','doc'",Anekdot/Serbaneka,10,7.7
4,"'penguna','eh','kali','pas','kali','bagus','terima,kasih','penilaian','berubah','bagus','pelayanan'",Pelayanan,12,7.333333333333333
5,"'alhamdulilah','dapetin','obat','repot','apotek','terima,kasih','konsultasi','dokter','lancar','cepat'",Anekdot/Serbaneka,11,8.363636363636363
5,"'mudah','informasi','lengkap'",Anekdot/Serbaneka,3,9.0
5,"'teratas','membantu','terima,kasih'",Pelayanan,4,8.0
3,"'akun','halodoc','tersambung','gopay','saldo','gopay','isi','mohon','diperbaiki'",Sistem,9,8.0
5,"'bagus','referensi','kesehatan'",Anekdot/Serbaneka,3,9.666666666666666
5,"'terima,kasih','halodoc','dokter','ramah'",Pelayanan,5,7.4
5,"'respon','dokter','chat','cepat','dibalas','konsultasi','di,mana','mudah'",Pelayanan,9,7.222222222222222
5,"'cepat','penanganan','mantap'",Pelayanan,3,9.0
4,"'he','iya','pembayaran','debit','bni','suport','terpaksa','pakai','mandiri'",Sistem,9,7.444444444444445
5,"'kali','mengunakan','aplikasi','halodoc','cepat','respon','pelayanan','cepat','sukses'",Pelayanan,9,8.666666666666666
1,"'aplikasi','rongsokan','cari','obat','driver','gojek','diarahkan','apotek','tutup'",Sistem,9,8.222222222222221
4,"'konsultasi','tht','sih','langsung','direspon','dikasih','resep','bagus','semoga','lekas','sembuh'",Pelayanan,11,8.0
5,"'dokter','merespon','cepat','detail','konsultasi'",Pelayanan,5,9.0
5,"'dokter','nyaman','konsultasi','semoga','perbarui'",Pelayanan,5,9.2
5,"'oke','mantap','susah','berobat','kali','mengunakan','aplikasi'",Pelayanan,7,8.142857142857142
5,"'aplikasi','bagus','membantu','beli','obat','muter','muter','cari','apotek','terima','kasih'",Sistem,11,7.454545454545454
5,"'halodoc','membantu','sehat','penanganan','cepat','mudah','diakses','terima,kasih'",Pelayanan,9,8.222222222222221
5,"'membantu','mudah','mudah','konsultasi','halodoc','sembuh'",Pelayanan,6,8.833333333333334
1,"'aplikasi','pelan','nangapin'",Sistem,3,9.0
5,"'disat','darurat','bisadiandalkan'",Pelayanan,3,10.666666666666666
3,"'terlambat','brpa','menit','langsung','dibatalkan','jadwal','konsultasi','uang','pengembalian,dana','chat','bot','customer,service','payah','ngrespon'",Sistem,16,8.4375
5,"'trimaksh','halodok','saran','resep','terbagus','iya','tatap','muka','dokter'",Sistem,9,7.666666666666667
5,"'membantu','konsultasi','obat','langsung','diterima','terima,kasih','halo','dokter'",Pelayanan,9,8.333333333333334
5,"'bagus','dokter','kali','pakai','kaget','langsung','beli','obat','pakai','gojek','keren','sih','membantu'",Pelayanan,13,7.153846153846154
3,"'bagus','layanan','customer,service','respon','cepat','tolong','aplikasi','pelan','tertawa','dokter','mengunakan','asuransi','diterukan'",Anekdot/Serbaneka,14,8.785714285714286
4,"'bermanfat','kesehatan'",Pelayanan,2,11.0
5,"'dimudahkan','membeli','obat'",Anekdot/Serbaneka,3,9.0
5,"'membantu','konsultasi','dokter','pelayanan','ramah','membantu','solusi'",Pelayanan,7,9.428571428571429
5,"'mudah','cepat','informasinya'",Anekdot/Serbaneka,3,9.333333333333334
5,"'halodoc','mantap','konsultasi','dokter','cepat','respon','ramah','terima','kasih'",Sistem,9,8.222222222222221
5,"'mantap','membantu','seumpama','rumah','sakit','puskesmas'",Anekdot/Serbaneka,6,8.833333333333334
5,"'puas','pelayanan','halodoc','terima,kasih','membantu'",Pelayanan,6,8.166666666666666
5,"'kali','mengunakan','aplikasi','konsultasi','anga','mintarsa','terima,kasih','dokter'",Sistem,9,8.555555555555555
5,"'aplikasi','membantu','sat','berkonsultasi','kesehatan'",Sistem,5,10.2
5,"'membantu','solusi','dokter','terpercaya','pengalaman','okeh'",Pelayanan,6,9.333333333333334
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'penjelasan','dokter'",Pelayanan,2,10.0
5,"'aplikasi','terbaik'",Sistem,2,9.5
5,"'membantu','cocok','resep','dokter','terima','kasih'",Pelayanan,6,7.833333333333333
5,"'aplikasi','membantu'",Sistem,2,10.0
5,"'penjelasan','detail','sehinga','gdn','mudah','mengeti'",Pelayanan,6,8.333333333333334
5,"'bermanfat','orang'",Anekdot/Serbaneka,2,9.0
5,"'bismilah','semoga','bermanfat'",Anekdot/Serbaneka,3,9.666666666666666
5,"'cepat','keluhan','pasien'",Pelayanan,3,8.0
5,"'dokter','komunikatif','ramah','sabar','pertanyan','saran','secara,keseluruhan','oke','terima,kasih','dokter'",Pelayanan,12,8.166666666666666
5,"'membantu','era','pandemi','semoga','ditingkatkan','layanan'",Pelayanan,6,9.166666666666666
5,"'dokter','cepat','obat','kasi','obat','terbaik','langanan'",Pelayanan,7,7.428571428571429
1,"'parah','konsultasi','bayar','indonesia','merdeka','mapia','kaya'",Harga,7,8.428571428571429
5,"'terima,kasih','membantu'",Pelayanan,3,7.666666666666667
1,"'pemesanan','bisax','notif','salah','coba'",Sistem,5,7.6
5,"'bagus','semoga'",Sistem,2,7.5
4,"'mengakses','akun','nomor','telepon','hilang','mohon','bantuanya'",Sistem,7,8.428571428571429
5,"'terbtu','halo','doc','kerumah','sakit','alhamdulilah','sembuh','sakit'",Anekdot/Serbaneka,8,8.0
5,"'ribet','apotek','halodoc','pakai','halodoc','puas','rumah'",Anekdot/Serbaneka,7,7.571428571428571
4,"'arahkan','pembelian','obat','apotek','terdekat','rumah','pasien','terima','kasih'",Anekdot/Serbaneka,9,8.222222222222221
5,"'aplikasi','membantu','sat','pandemik','manfat','saskit','gejala','ringan'",Anekdot/Serbaneka,8,8.375
1,"'tolong','filter','berdasarkan','wilayah','praktik','cek'",Anekdot/Serbaneka,6,8.666666666666666
5,"'kali','pakai','halodoc','lumayan','tenang','konsultasi','dokter'",Anekdot/Serbaneka,7,8.428571428571429
5,"'keren','sih','pakai','asuransi'",Pelayanan,4,7.25
5,"'membantu','pandemi','rumah','konsultasi'",Anekdot/Serbaneka,4,9.5
5,"'halo','dock','rutin','periksa','tangal','tentukan','sesuai','kehamilan','perbulan','mohon','kebijakan','dockter'",Anekdot/Serbaneka,12,8.5
5,"'kali','konsultasi','suka'",Pelayanan,3,8.0
5,"'pengemasan','cepat','pengiriman','cepat','kepepet','malam','malam','butuh','obat','kalah','cepat','terima,kasih','halodoc'",Anekdot/Serbaneka,14,7.857142857142857
5,"'bermanfat','efisien','tenaga','biaya','thanks','iya'",Anekdot/Serbaneka,6,8.0
5,"'dokter','ramah','solusi','sesuai','kondisi','konsultasi'",Anekdot/Serbaneka,6,8.666666666666666
5,"'membantu','sat','pandemi','chat','dokter','cepat','direspon','profesional'",Anekdot/Serbaneka,8,8.5
5,"'mantap','membantu'",Anekdot/Serbaneka,2,9.0
5,"'membantu','cepat','kondisi','mendesak','pasien','pu','datangke','rs'",Anekdot/Serbaneka,8,7.75
5,"'membantu','sat','kondisi','mendadak','mendesak','terima,kasih','so','semoga','sukses'",Anekdot/Serbaneka,10,7.7
4,"'alhamdulilah','konsultasi','halodoc','berasa','ngobrol','langsung','dokter'",Sistem,7,10.0
5,"'aplikasi','membantu'",Sistem,2,10.0
5,"'takut','rumahsakit','di,sini','dokter','oke','oke','macihalodoc'",Sistem,8,7.25
5,"'terima,kasih','halodoc','konsultasi','dokter','dokter','ramah','cepat','balas','chat'",Anekdot/Serbaneka,10,7.7
5,"'membantu','mengenali','penyakit','kucing','konsultasi','dokter','hewan'",Anekdot/Serbaneka,7,9.428571428571429
5,"'ngebantu','sakit'",Anekdot/Serbaneka,2,8.5
5,"'aplikasi','kehidupan','sat','butuh','obat','tingal','pemesanan'",Sistem,7,8.285714285714286
5,"'dokter','pertanyan','terbantu','merawat','suami','terima,kasih','halodoc'",Anekdot/Serbaneka,8,8.375
4,"'bagus','membantu','disat','susah','cari','obat','aplikasi','cepat','lengkap'",Anekdot/Serbaneka,9,7.666666666666667
5,"'membantu','dimasa','pandemi','mengurangi','kontak','langsung','dokter'",Anekdot/Serbaneka,7,9.285714285714286
4,"'dokter','melayani','gratis','respon','cepat','kaih','bintang','kali','mencoba','konsultasi'",Anekdot/Serbaneka,10,8.3
5,"'alhamdulilah','terima','kasih','layanan','cepat','membantu'",Anekdot/Serbaneka,6,9.166666666666666
5,"'bagus','penjelasan','dokter','detail','pakai','gambar','tubuh','cepat','gampang'",Anekdot/Serbaneka,9,8.11111111111111
5,"'aplikasi','membantu','sayang','bayar','pakai','ovo'",Sistem,6,7.833333333333333
4,"'bagus','bermanfat','respon','cepat','tangap','membantu'",Anekdot/Serbaneka,6,8.5
5,"'bingung','ta','ke,mana','aplikasi','membantu','terima,kasih','yah'",Sistem,9,6.555555555555555
5,"'menolong','halodoc','semoga','membantu','masyarakat','kemudahan'",Anekdot/Serbaneka,6,10.0
5,"'membantu','covid','sembilan','belas','rumah'",Anekdot/Serbaneka,5,8.2
5,"'membantu','terima,kasih'",Anekdot/Serbaneka,3,7.666666666666667
5,"'alhamdulilah','aplikasi','membantu','pelayanan','cepat','mantap'",Sistem,6,10.0
4,"'tolong','fitur','fre','chat','asuransi','spesialis','dokter','tertawa','dokter'",Sistem,9,8.0
1,"'tulisan','sudh','terhubung','dokter','saldo','terpotong','chat','ngimong','ma','dokter','aplikasi','ek'",Sistem,12,7.75
5,"'konsultasi','cepat'",Anekdot/Serbaneka,2,9.5
5,"'terima','kasih','membantu'",Anekdot/Serbaneka,3,8.333333333333334
1,'respon',Anekdot/Serbaneka,1,8.0
5,"'dokter','ramah','lansung','point','penjelasan','penyakit','pertahankan','iya'",Pelayanan,8,8.875
5,"'sunguh','bermanfat','disat','pandemi','memiliki','anak','sakit','malam'",Anekdot/Serbaneka,8,8.125
5,"'terima,kasih','aplikasi','membantu','konsultasi','kesehatan'",Anekdot/Serbaneka,6,9.333333333333334
5,"'detail','membantu','dokternya','dikasih','resep','obat'",Anekdot/Serbaneka,6,8.5
5,"'malam','dokter','sabar','melayani','konsultasi','keren','charles'",Anekdot/Serbaneka,7,8.571428571428571
4,"'ambil','obat','rumah','kasihan','gojeknya'",Anekdot/Serbaneka,5,7.8
5,"'membantu','biaya','komsul','plus','obat','terjamgkau','terima,kasih'",Anekdot/Serbaneka,8,7.75
5,"'ulasan','dokter','obat','direkomendasikan','bagus','terima,kasih','dokter'",Anekdot/Serbaneka,8,8.5
5,"'membantu','aplikasi','berhubunham','demgam','dokter','sat','pandemi','imi'",Anekdot/Serbaneka,8,8.5
1,"'kasih','bintang','pemesanan','bayar','status','dibatalkan','uang','lari','ke,mana','uang','kasih','bintang','transaksi','enam','puluh','sembilan','qloenam','enam','dibatalkan'",Sistem,20,7.85
5,"'membantu','keadan','pandemi','rumah'",Anekdot/Serbaneka,4,8.5
5,"'senang','konsultasi','dokter','alhamdulilah','tenang'",Anekdot/Serbaneka,5,10.0
5,"'aplikasi','bagus'",Sistem,2,8.5
5,"'membantu','informasi','kesehatan','butuhkan'",Anekdot/Serbaneka,4,10.5
5,"'puas','membantu','terimakasi','aplikasi','halodic','dokter','bertugas'",Anekdot/Serbaneka,7,9.285714285714286
2,"'susah','hubungkan','gopay','pin','dibilang','salah'",Anekdot/Serbaneka,6,7.833333333333333
5,"'terima','kasih','aplikasi','membantu','disat','pandemi'",Anekdot/Serbaneka,6,8.5
5,"'pesan','kali','alhamdulilah','lancar','cepwt','bamget'",Sistem,6,8.333333333333334
3,"'halo','doc','tolong','sertifikat','vaksin','kemarin','vaksin','makan','halodoc','mengeluarkan','tolong','usut','jelek','halodoc','tolong','difolow','up','kendala','terima,kasih'",Sistem,20,7.95
5,"'terima,kasih','membantu'",Anekdot/Serbaneka,3,7.666666666666667
5,"'cepat','penanganan','terima,kasih','ksih','halodoc','terbantu','disat','kondisi','mendesak'",Anekdot/Serbaneka,10,8.3
5,"'membantu','keadan','pandemi','covid','mantap'",Anekdot/Serbaneka,5,8.4
5,"'membantu','konsultas','semoga','cocok','obat','amin'",Anekdot/Serbaneka,6,8.0
5,"'halodoc','bermanfat','konsultasi','kesehatan','cepat'",Sistem,5,10.0
3,"'kakak','tlong','iya','percepat','proses','tes','pacar','kmaren','nungu','ac','gmna','mna','butuh','cpet'",Anekdot/Serbaneka,14,6.571428571428571
5,"'halo','dok','tolong','area','perluas','daerah','jawa','timur','khusus','blitar'",Anekdot/Serbaneka,10,7.1
4,'penjelasan',Anekdot/Serbaneka,1,12.0
5,"'membantu','disat','situasi','pandemi','repot','repot','rumah'",Anekdot/Serbaneka,7,8.0
5,"'suka','memudahkan','terbilanh','sibuk','memeriksakan','dokter'",Anekdot/Serbaneka,6,9.666666666666666
5,"'dokter','ramah','membantu','terima,kasih','halodoc'",Pelayanan,6,7.833333333333333
5,"'bagus','membantu'",Anekdot/Serbaneka,2,8.5
5,"'alhamdulilah','kondisi','pandemic','berobat','rumah','halodoc'",Anekdot/Serbaneka,6,9.666666666666666
5,"'membantu','mencari','solusi','kesehatan','terima,kasih','halodoc'",Anekdot/Serbaneka,7,8.571428571428571
5,"'aplikasi','membantu','ribet','antre','sat','beli','obat'",Sistem,7,7.285714285714286
5,"'cepat','direspon','solusi'",Anekdot/Serbaneka,3,8.333333333333334
5,"'membantu','upload','resep','tingal','tungu','obat','antre','apotek'",Anekdot/Serbaneka,8,7.625
4,"'bagus','opsi','tips','driver','gojek'",Anekdot/Serbaneka,5,6.8
5,"'recomend','membantu','terima,kasih','halodoc'",Anekdot/Serbaneka,5,8.4
5,"'mantap','rekomendasi','konsultasi','pergi','rumah','sakit'",Anekdot/Serbaneka,6,9.0
5,'diandalkan',Anekdot/Serbaneka,1,12.0
4,"'aplikasi','pelan','macet','tolong','server','perbaiki','terima,kasih'",Sistem,8,7.875
3,"'tolong','alasan','pesanan','dibatalkan','batal'",Anekdot/Serbaneka,5,8.8
5,"'mudah','cepat'",Anekdot/Serbaneka,2,7.0
5,"'membantu','aplikasi','terima,kasih','dokter'",Anekdot/Serbaneka,5,8.2
5,"'alhamdulilah','berbicara','ahli','self','diagnosis'",Pelayanan,5,9.6
5,"'terbantu','aplikasi','halodoc','kondisi','pandemi','covid','sembilan','belas'",Anekdot/Serbaneka,8,8.875
5,"'membantu','beli','obat','urgent','terima,kasih','halodoc','gojek'",Anekdot/Serbaneka,8,7.375
5,"'membantu','sat','darurat','konsultasi','obat','rumah','biaya','terjangkau'",Anekdot/Serbaneka,8,8.5
5,"'alhamdulilah','membantu','isoman'",Anekdot/Serbaneka,3,10.666666666666666
5,"'oke','membantu'",Anekdot/Serbaneka,2,7.5
5,"'dokter','ramah'",Pelayanan,2,7.5
5,"'puas','pelayanan','halodoc','keluarga'",Pelayanan,4,9.0
4,"'kadang','barang','kosong'",Anekdot/Serbaneka,3,8.0
5,"'solusi','sat','pandemi'",Anekdot/Serbaneka,3,7.333333333333333
5,"'respon','dokter','cepat','penyampaian','padat','puas','pelayanan','halodoc'",Pelayanan,8,8.625
5,"'pas','nemu','dokter','asyk','iya','asyik','dokter','super','galak'",Pelayanan,9,6.555555555555555
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'sederhana','ribet'",Anekdot/Serbaneka,2,9.0
5,"'terbantukan','rs','sat','pandemi','suka'",Anekdot/Serbaneka,5,7.4
5,'care',Anekdot/Serbaneka,1,6.0
1,"'instal','mingu'",Sistem,2,7.5
5,"'konsultasi','dokter','ramah','pengiriman','obat','super','cepat','terima,kasih'",Pelayanan,9,8.0
5,"'surat','keterangan','sakit','dokter'",Anekdot/Serbaneka,4,8.5
5,"'doker','ramah','ramah','chat','jam','pagi','dilayani'",Pelayanan,7,6.857142857142857
5,"'cepat','respon','dokter','dita','kondisi','arahan','resep','obat'",Pelayanan,8,7.375
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'dokter','mantap','tertawa','wilayah','pengantaran','obat','luas'",Pelayanan,7,8.428571428571429
5,"'praktis','membantu','dikala','rumahatau','kantor'",Anekdot/Serbaneka,5,9.2
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'puas','mudah','konsultasi','dokter'",Anekdot/Serbaneka,4,8.25
5,"'respon','cepat'",Anekdot/Serbaneka,2,7.5
5,"'senang','konsultasi','di,sini','anti','khawatir','contact'",Pelayanan,7,7.571428571428571
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'pengiriman','cepat'",Anekdot/Serbaneka,2,9.5
5,"'membantu','cepat','kebutuhan','obat','obatan','konsultasi','kesehatan'",Anekdot/Serbaneka,7,9.285714285714286
5,"'selamat','pagi','sertifikat','dibuka','vaksin'",Anekdot/Serbaneka,5,8.6
5,"'membantu','terima,kasih'",Anekdot/Serbaneka,3,7.666666666666667
5,"'membantu','iya','pandemi'",Anekdot/Serbaneka,3,8.0
5,"'terima','kasih','halodoc','membantu','sat','pandemic'",Anekdot/Serbaneka,6,8.166666666666666
5,'membantu',Anekdot/Serbaneka,1,10.0
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'terima,kasih','halodoc','keluhan','customer,service','cepat','menangapi'",Anekdot/Serbaneka,8,8.25
5,'membantu',Anekdot/Serbaneka,1,10.0
3,"'chat','balas','dokter','eh','saldo','in','bodoh'",Anekdot/Serbaneka,7,6.142857142857143
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'kali','pakai','aplikasi','lancar','informatif'",Anekdot/Serbaneka,5,8.6
5,"'keren','praktis','terpercaya'",Anekdot/Serbaneka,3,9.333333333333334
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'aplikasi','membantu','kondisi','bedrest'",Sistem,4,9.5
5,"'dokter','semoga','anak','lekas','sembuh'",Pelayanan,5,7.4
5,"'aplikasi','layanan','halo','doc','membantu','semoga','smkin','sukses','iya'",Sistem,9,7.555555555555555
5,"'aplikasi','membantu','respon','cepat','pengiriman','cepat'",Sistem,6,9.0
5,"'aplikasi','membantu','pasien','berpegian'",Sistem,4,9.75
5,"'dokter','penjelasan','membantu'",Pelayanan,3,10.0
5,"'terima,kasih','halodoc','mudah','mudahan','cepat','sembuh','penyakit'",Anekdot/Serbaneka,8,7.875
5,"'pelayanan','trmksh','dokter','halodoc'",Pelayanan,4,9.0
5,"'cepat','bagus'",Anekdot/Serbaneka,2,7.0
5,'membatu',Anekdot/Serbaneka,1,9.0
5,"'aplikasi','manfat','bagus','mudah'",Anekdot/Serbaneka,4,8.0
5,"'senang','curahan,hati','dada','plong','terima,kasih','terima,kasih','halo','doc'",Anekdot/Serbaneka,11,6.454545454545454
5,"'terima,kasih','membantu','sat','pandemi'",Anekdot/Serbaneka,5,7.4
5,"'pelayanan','memuaskan','petugas','ramah','terima','kasih','halodoc'",Pelayanan,7,8.857142857142858
5,"'membantu','tenang','informasi','solusinya'",Anekdot/Serbaneka,4,10.0
5,"'dokter','hewan','ramah'",Pelayanan,3,7.333333333333333
5,"'membantu','disat','pendemi','skg','rs','was','was'",Anekdot/Serbaneka,7,6.428571428571429
5,"'cepat','respon','dokter','ramah','ngejelasin','detail'",Anekdot/Serbaneka,6,8.333333333333334
3,"'aplikasi','bagus','wilayah','lombok','barat'",Sistem,5,8.2
5,"'membantu','pandemi'",Anekdot/Serbaneka,2,9.5
2,"'chat','dokter','gratis','bayar'",Harga,4,7.25
5,"'membantu','dokter','sabar'",Anekdot/Serbaneka,3,8.333333333333334
5,"'membantu','palagi','kondisi','pandemi','rs','rujukan','copid'",Sistem,7,8.0
5,"'informasi','advise','membantu','terima','kasih','dok'",Anekdot/Serbaneka,6,8.166666666666666
5,"'oke','membantu','rumah','menemui','dokter'",Anekdot/Serbaneka,5,7.8
4,"'halo','doc','bayar','gopay','docter','merespon','dikemanain','uang','gopay','bayar','ganti','docter'",Anekdot/Serbaneka,12,7.5
5,'membantu',Anekdot/Serbaneka,1,10.0
1,"'pembayaran','gagal','uang','kepotong','na','dokter','ah','beres'",Sistem,8,7.25
5,"'bagus','membantu','pandemic'",Anekdot/Serbaneka,3,9.0
5,"'mantap','membantu','terima,kasih','semoga','sukses'",Anekdot/Serbaneka,6,7.833333333333333
5,"'membantu','sat','membeli','obat','langsung'",Anekdot/Serbaneka,5,8.0
5,"'mantap','responsif','aplikasi','ngak','lambat','loading'",Pelayanan,6,8.666666666666666
5,"'membantu','disat','sat','mendesak'",Pelayanan,4,8.0
5,"'memudahkan','terima,kasih','layanan'",Pelayanan,4,8.5
5,"'oke','membantu'",Pelayanan,2,7.5
5,"'mantap','aplikasi','cepat','tangap','terima','kasih','halodoc'",Anekdot/Serbaneka,7,8.142857142857142
5,"'pelayanan','respon','dokter','apotek','cepat'",Pelayanan,5,8.4
5,"'membantu','sat','pandemi','saran','responsif'",Anekdot/Serbaneka,5,8.4
5,"'oke','dokternya'",Pelayanan,2,8.0
5,"'puas','konsultasi','aplikasi','haldoc','layanan','cepat'",Anekdot/Serbaneka,6,8.666666666666666
5,"'ketemu','pengembangan','video','cal','keren'",Anekdot/Serbaneka,5,8.2
1,"'barang','bayar','respon','jelek'",Anekdot/Serbaneka,4,7.5
5,"'terima,kasih','aplikasi','terbantu'",Anekdot/Serbaneka,4,8.25
5,"'bagus','pengiriman','pesanan','cepat','diskon','huhuhu'",Anekdot/Serbaneka,6,8.5
5,"'pelayanan','cepat','kirim','cepat','terima','kasih'",Pelayanan,6,7.833333333333333
5,"'dokter','ribet','rumah'",Pelayanan,3,7.333333333333333
5,"'dokter','cepat','tangap','ramah','memuaskan'",Pelayanan,5,8.2
5,"'pertanyan','sabar'",Pelayanan,2,9.0
5,'memudahkan',Anekdot/Serbaneka,1,12.0
5,"'membantu','kondisi','sibuk','ditambah','pandemi'",Anekdot/Serbaneka,5,9.0
4,"'penyelamat','dikala','obat','dicari','apotek','terdekat','kosong'",Anekdot/Serbaneka,7,8.571428571428571
5,"'terima','kasih','halodoc','semoga','maju','berkembang'",Anekdot/Serbaneka,6,8.333333333333334
2,"'donwload','resep','digital','document','keterangan','terunduh','masuk','document'",Sistem,8,9.375
5,"'aplikasi','membantu','memudahkan','masyarakat'",Sistem,4,11.0
5,"'membantu','meringankan','beban','rumah'",Anekdot/Serbaneka,4,9.25
5,"'kali','konsultasi','di,sini','semoga'",Anekdot/Serbaneka,5,6.8
5,"'oke','dicoba'",Anekdot/Serbaneka,2,6.5
5,"'membantu','mencari','informasi','kesehatan','terima,kasih'",Anekdot/Serbaneka,6,9.0
5,"'membantu','senang','deh','terima,kasih','halodoc'",Anekdot/Serbaneka,6,7.5
5,"'cepat','tangapi','puas','konsultasi','halodoc','terima','kasih'",Pelayanan,7,8.285714285714286
5,'bermanfat',Pelayanan,1,11.0
1,"'nungu','dokter','chat','h','bayar','registrasi'",Anekdot/Serbaneka,6,7.166666666666667
5,"'membantu','pembelian','obat','konsultasi','dokter'",Anekdot/Serbaneka,5,9.4
5,"'mantaps','cepat','obat'",Pelayanan,3,7.333333333333333
5,"'bagus','membantu'",Anekdot/Serbaneka,2,8.5
1,"'prabayar','mengunakn','ovo','gimna','komen','dokter','hu','payah'",Sistem,8,7.375
1,"'ribet','aplikasi','nyambungin','gopay','susah'",Sistem,5,8.6
5,"'bermanfat','bagus','aplikasinya'",Anekdot/Serbaneka,3,10.333333333333334
5,"'aplikasi','inovasi','anak','bangsa','hebat','membantu','masyarakat','indonesia','mempermudah','akses','layanan','kesehatan','fitur','fitur','membantu','di,tengah','pandemi','aplikasi','halodoc','membantu','berobat','mengantri','ulasan','lengkap'",Anekdot/Serbaneka,25,8.88
5,"'semoga','membantu'",Anekdot/Serbaneka,2,9.0
5,"'alhamdulilah','aplikasi','bagus'",Anekdot/Serbaneka,3,10.333333333333334
5,"'bagus','aplikasinya'",Anekdot/Serbaneka,2,10.0
5,"'keren','deh','aplikasi','halodoc','keadan','urgent'",Anekdot/Serbaneka,6,7.833333333333333
5,"'lumayan','membantu'",Anekdot/Serbaneka,2,9.5
5,"'puas','berkonsultasi','dokter','halo','dok'",Pelayanan,5,8.0
5,'memuaskan',Anekdot/Serbaneka,1,11.0
5,'bermanfat',Anekdot/Serbaneka,1,11.0
5,"'aplikasi','membantu','terima','kasih','halodoc'",Anekdot/Serbaneka,5,8.8
5,'membatu',Anekdot/Serbaneka,1,9.0
3,"'bicara','bicara','halodoc','menyediakan','kalender','menstruasi','iya'",Anekdot/Serbaneka,7,9.285714285714286
5,'membantu',Anekdot/Serbaneka,1,10.0
