rating,review,aspect_category,polarity
5,"[""'senang'"", "" 'berobat'"", "" 'konsultasi'"", "" 'doktet'"", "" 'shanti'"", "" 'tandayu'"", "" 'internist'"", "" 'ramah'"", "" 'bertele'"", "" 'obat'"", "" 'arahan'"", "" 'alhamdulilah'"", "" 'isk'"", "" 'membaik'"", "" 'terima'"", "" 'kasih'"", "" 'halodoc'"", "" 'bermanfat'""]",Pelayanan,positif
3,"[""'driver'"", "" 'gojek'"", "" 'kemarin'"", "" 'pesan'"", "" 'tuk'"", "" 'vaksin'"", "" 'covid'"", "" 'bawa'"", "" 'orang'"", "" 'lanjut usia'"", "" 'mendapatkn'"", "" 'vaksin'"", "" 'tnp'"", "" 'membawa'"", "" 'orang'"", "" 'lanjut usia'""]",Anekdot/Serbaneka,netral
5,"[""'aplikasi'"", "" 'membantu'"", "" 'di tengah'"", "" 'pandemi'"", "" 'covidsembilan'"", "" 'belas'"", "" 'rumah'"", "" 'tingal'"", "" 'memgunakan'"", "" 'aplikasi'"", "" 'terima kasih'"", "" 'halodoc'"", "" 'tingkatkan'"", "" 'kualitas'"", "" 'iya'""]",Anekdot/Serbaneka,positif
5,"[""'halodoc'"", "" 'janji'"", "" 'dokter'"", "" 'vaksin'"", "" 'manula'"", "" 'drive'"", "" 'thru'"", "" 'mudah'"", "" 'terima kasih'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'berpartisipasi'"", "" 'penangulangan'"", "" 'covid'"", "" 'sembilan'"", "" 'belas'""]",Anekdot/Serbaneka,positif
5,"[""'membantu'"", "" 'memuaskan'"", "" 'informasi'"", "" 'pelayanan'""]",Pelayanan,positif
5,"[""'kasih'"", "" 'bintang'"", "" 'kendala'"", "" 'pembayay'"", "" 'gopay'"", "" 'penyelesaian'"", "" 'tim'"", "" 'halodoc'"", "" 'cepat'"", "" 'membantu'"", "" 'terima kasih'"", "" 'tim'"", "" 'halodoc'""]",Sistem,positif
5,"[""'beruntung'"", "" 'pu'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'antre'"", "" 'antre'"", "" 'rumah sakit'"", "" 'klinik'"", "" 'obat'"", "" 'obat'"", "" 'rekomendasikan'"", "" 'manjur'""]",Pelayanan,positif
3,"[""'vaksin'"", "" 'sertifikat'"", "" 'vaksin'"", "" 'iya'"", "" 'admin'""]",Anekdot/Serbaneka,netral
5,"[""'aplikasi'"", "" 'bagus'"", "" 'pelayanan'"", "" 'konsultasi'"", "" 'cepat'"", "" 'respon'"", "" 'apotek'"", "" 'cepat'""]",Pelayanan,positif
5,"[""'pemesanan'"", "" 'obat'"", "" 'fitur'"", "" 'chat'"", "" 'tolong'"", "" 'dialihkan'"", "" 'fitur'"", "" 'sms'"", "" 'butuh'"", "" 'pulsa'"", "" 'dialihkan'"", "" 'fitur'"", "" 'gojek'"", "" 'fitur'"", "" 'chat'"", "" 'aplikasi'"", "" 'halo'"", "" 'doc'"", "" 'konfirmasi'"", "" 'driver'"", "" 'pakai'"", "" 'pulsa'""]",Sistem,negatif
5,"[""'waw'"", "" 'dokter'"", "" 'ramah'"", "" 'diskusi'"", "" 'enak'"", "" 'lancar'"", "" 'salut'"", "" 'ngak'"", "" 'sangka'"", "" 'bagus'"", "" 'ngak'"", "" 'jam'"", "" 'obat'"", "" 'ditangan'""]",Pelayanan,positif
1,"[""'asli'"", "" 'parah'"", "" 'aplikasi'"", "" 'niat'"", "" 'mempercepat'"", "" 'urusan'"", "" 'rapid'"", "" 'antigen'"", "" 'terkendala'"", "" 'aplikasi'"", "" 'sia'"", "" 'sia'"", "" 'berharap'"", "" 'berharap'"", "" 'berangkat'"", "" 'kerja'"", "" 'parah'"", "" 'dana'"", "" 'sekr'"", "" 'ng'"", "" 'dikembalikan'"", "" 'halodoc'""]",Pelayanan,negatif
5,"[""'kali'"", "" 'mengunakan'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'sat'"", "" 'konsultasi'"", "" 'dokter'"", "" 'bermanfat'"", "" 'sat'"", "" 'kondisi'"", "" 'keluhan'"", "" 'salah'"", "" 'diagnosis'""]",Pelayanan,positif
5,"[""'cepat'"", "" 'hemat'"", "" 'efesien'"", "" 'janji'"", "" 'vaksinasi'"", "" 'covidsembilan'"", "" 'belas'"", "" 'lanjut usia'"", "" 'aplikasi'"", "" 'membantu'"", "" 'tingal'"", "" 'janji'"", "" 'vaksinasi'"", "" 'sukses'"", "" 'amanah'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'terima'"", "" 'kasih'"", "" 'halo'"", "" 'doc'"", "" 'sat'"", "" 'pandemi'"", "" 'aman'"", "" 'kesini'"", "" 'konsultasi'"", "" 'dokter'"", "" 'senior'"", "" 'langanan'"", "" 'terima'"", "" 'kasih'""]",Pelayanan,positif
4,"[""'bagus'"", "" 'kadang'"", "" 'obat'"", "" 'tersedia'"", "" 'apotek'"", "" 'terdekat'"", "" 'pesan'"", "" 'daring'"", "" 'semoga'"", "" 'ke depan'""]",Pelayanan,negatif
1,"[""'sumpah'"", "" 'chat'"", "" 'dokter'"", "" 'pakai'"", "" 'bayar'"", "" 'enga'"", "" 'aplikasi'"", "" 'membantu'"", "" 'orang'"", "" 'susah'"", "" 'konsultasi'"", "" 'bayar'"", "" 'kecuali'"", "" 'beli'"", "" 'obat'"", "" 'periksa'"", "" 'oke'"", "" 'chat'"", "" 'bayar'"", "" 'membantu'"", "" 'kali'""]",Pelayanan,negatif
5,"[""'bermanfat'"", "" 'aplikasi'"", "" 'halodoc'""]",Anekdot/Serbaneka,positif
1,"[""'aplikasi'"", "" 'jalan'"", "" 'merespon'"", "" 'menyebalkan'""]",Sistem,negatif
5,"[""'konsultasi'"", "" 'di sini'"", "" 'memuaskan'"", "" 'pergi'"", "" 'apotek'"", "" 'ucapkan'"", "" 'terima'"", "" 'kasi'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'semoga'"", "" 'halodoc'"", "" 'manfat'""]",Pelayanan,positif
5,"[""'bagus'"", "" 'aplikasi'"", "" 'respon'"", "" 'dokter'""]",Pelayanan,positif
5,"[""'terima kasih'"", "" 'halodoc'"", "" 'ngebantu'"", "" 'disat'"", "" 'urgent'"", "" 'long'"", "" 'wekend'"", "" 'terima kasih'"", "" 'dokter'"", "" 'stand'"", "" 'beli'"", "" 'wekend'"", "" 'chat'"", "" 'asik'"", "" 'ramah'"", "" 'informasi'"", "" 'akurat'""]",Pelayanan,positif
5,"[""'informasi'"", "" 'mudah'"", "" 'terjawab'""]",Pelayanan,positif
1,"[""'aplikasi'"", "" 'berbayar'"", "" 'heheheheh'"", "" 'aplikasi'"", "" 'bagus'"", "" 'nyobain'"", "" 'diliat'"", "" 'download'"", "" 'sih'"", "" 'bagus'"", "" 'pas'"", "" 'download'"", "" 'berbayar'"", "" 'langsung'"", "" 'kecewa'"", "" 'sih'"", "" 'tolong'"", "" 'dikembangin'"", "" 'biar'"", "" 'aplikasi'"", "" 'berbayar'"", "" 'gratis'"", "" 'aplikasi'"", "" 'sblh'"", "" 'kasih'"", "" 'bintang'"", "" 'fitur'"", "" 'ta'"", "" 'dokter'"", "" 'gratis'"", "" 'kasih'"", "" 'bintang'""]",Anekdot/Serbaneka,negatif
1,"[""'membantu'"", "" 'apan'"", "" 'ribet'"", "" 'bayar'"", "" 'ribet'"", "" 'aplikasi'"", "" 'berguna'"", "" 'sumpah'"", "" 'sih'"", "" 'ngehack'"", "" 'aplikasi'"", "" 'sumpah'"", "" 'janji'"", "" 'rapid'"", "" 'persulit'""]",Pelayanan,negatif
5,"[""'berguna'"", "" 'efesien'"", "" 'memesan'"", "" 'obat'"", "" 'dimanapun'"", "" 'cari'"", "" 'apotek'"", "" 'menyediakan'"", "" 'obat'"", "" 'cinta'"", "" 'this'"", "" 'kembangkan'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'pelayanan'"", "" 'ramah'"", "" 'bagus'"", "" 'dokter'""]",Pelayanan,positif
5,"[""'puas'"", "" 'dokter'"", "" 'dokter'"", "" 'ramah'"", "" 'ramah'"", "" 'diaknosa'"", "" 'obat'"", "" 'alhamdulilah'"", "" 'cocok'"", "" 'semoga'"", "" 'dokter'"", "" 'sehat'"", "" 'amin'""]",Pelayanan,positif
5,"[""'pengirim'"", "" 'ramah'"", "" 'sesuai'"", "" 's'"", "" 'o'"", "" 'p'"", "" 'pemesan'"", "" 'salut'"", "" 'drivernya'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'dimasa'"", "" 'pandemi'"", "" 'konsultasi'"", "" 'obat'"", "" 'rumah'"", "" 'serasa'"", "" 'pu'"", "" 'dokter'"", "" 'pribadi'""]",Pelayanan,positif
2,"[""'asalamualaikum'"", "" 'maf'"", "" 'berta'"", "" 'habis'"", "" 'unduh'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'playstore'"", "" 'buka'"", "" 'aplikasi'"", "" 'masuk'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'klik'"", "" 'chat'"", "" 'dokter'"", "" 'lihat'"", "" 'di situ'"", "" 'pilihan'"", "" 'dokter'"", "" 'chat'"", "" 'konsultasi'"", "" 'kesehatan'"", "" 'sebenar'"", "" 'konsultasi'"", "" 'kesehatan'"", "" 'dokter'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'membayar'"", "" 'chat'"", "" 'konsultasi'"", "" 'dokter'"", "" 'chat'"", "" 'halodoc'""]",Anekdot/Serbaneka,netral
5,"[""'solusi'"", "" 'praktis'"", "" 'biaya'"", "" 'murah'"", "" 'dokter'"", "" 'responsif'""]",Harga,positif
1,"[""'daring'"", "" 'sesi'"", "" 'petunjuk'"", "" 'konsultasi'"", "" 'beli'"", "" 'text'"", "" 'vc'"", "" 'buang'"", "" 'buang'"", "" 'uang'"", "" 'bayar'"", "" 'konsultasi'""]",Harga,negatif
1,"[""'uang'"", "" 'diterima'"", "" 'status'"", "" 'tes'"", "" 'antigen'"", "" 'dikonfirmasi'"", "" 'dikonfirmasi'"", "" 'nerima'"", "" 'uang'"", "" 'iya'"", "" 'ngelayanin'"", "" 'customer'"", "" 'respon'"", "" 'lancar'"", "" 'lancar'"", "" 'kali'"", "" 'kecewa'"", "" 'berat'""]",Pelayanan,negatif
5,"[""'aplikasi'"", "" 'halodoc'"", "" 'membantu'"", "" 'keluarga'"", "" 'membeli'"", "" 'obat'"", "" 'obatan'"", "" 'vitamin'"", "" 'tes'"", "" 'pacar'"", "" 'pandemic'"", "" 'mantap'"", "" 'deh'"", "" 'pokok'""]",Pelayanan,positif
1,"[""'aplikasi'"", "" 'enak'"", "" 'sih'"", "" 'scheduling'"", "" 'dokter'"", "" 'antre'"", "" 'rumah sakit'"", "" 'Cuma'"", "" 'pelayanan'"", "" 'mengecewakan'"", "" 'hasil'"", "" 'tes'"", "" 'infokan'"", "" 'sms'"", "" 'selesai'"", "" 'sat'"", "" 'hasil'"", "" 'tes'"", "" 'hardcopy'"", "" 'softcopy'"", "" 'ambil'"", "" 'tes'"", "" 'media'"", "" 'chat'"", "" 'customer service'"", "" 'respon'"", "" 'lambat'"", "" 'respon'"", "" 'menit'"", "" 'memutuskan'"", "" 'jalur'"", "" 'komunikasi'"", "" 'ulang'"", "" 'merespon'"", "" 'lambat'"", "" 'customer service'"", "" 'konfirmasi'"", "" 'konfirmasi'"", "" 'terkait'"", "" 'arti'"", "" 'sla'"", "" 'sisi'"", "" 'halodoc'"", "" 'responsif'""]",Pelayanan,negatif
5,"[""'dokter'"", "" 'co'"", "" 'operative'"", "" 'nyaman'"", "" 'konsultasi'"", "" 'terima kasih'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'sulit'"", "" 'rumah'""]",Anekdot/Serbaneka,positif
5,"[""'keren'"", "" 'aplikasi'"", "" 'halodoc'"", "" 'membantu'"", "" 'sat'"", "" 'hectic'"", "" 'khusus'"", "" 'terima'"", "" 'kasih'"", "" 'fen'"", "" 'ramah'"", "" 'sat'"", "" 'konsultasi'"", "" 'resep'"", "" 'cocok'""]",Pelayanan,positif
1,"[""'halo'"", "" 'halodoc'"", "" 'iwan'"", "" 'setiawan'"", "" 'be'"", "" 'ribu'"", "" 'enam'"", "" 'puluh'"", "" 'delapan'"", "" 'ag'"", "" 'salah'"", "" 'driver'"", "" 'gojek'"", "" 'bandar'"", "" 'lampung'"", "" 'konfirmasi'"", "" 'orderan'"", "" 'halodoc'"", "" 'apotek'"", "" 'jesaya'"", "" 'farma'"", "" 'orderan'"", "" 'pengambilan'"", "" 'obat'"", "" 'harap'"", "" 'menungu'"", "" 'barang'"", "" 'persiapkan'"", "" 'obat'"", "" 'pemesanan'"", "" 'tersedia'"", "" 'aplikasi'"", "" 'gojek'"", "" 'jalankan'"", "" 'holodoc'"", "" 'pemesanan'"", "" 'gojek'"", "" 'barang'"", "" 'driver'"", "" 'tingal'"", "" 'bawa'"", "" 'barang'"", "" 'menjalankan'"", "" 'orderan'"", "" 'berdasarkan'"", "" 'konfirmasi'"", "" 'pelangan'"", "" 'apotek'"", "" 'apl'""]",Anekdot/Serbaneka,negatif
2,"[""'niat'"", "" 'make'"", "" 'aplikasi'"", "" 'cepat'"", "" 'rumah'"", "" 'nyata'"", "" 'apotek'"", "" 'apotek'"", "" 'bumn'"", "" 'swasta'"", "" 'diskitar'"", "" 'kali'"", "" 'fitur'"", "" 'ngebuat'"", "" 'pembeliatau'"", "" 'driver'"", "" 'milih'"", "" 'apotek'"", "" 'terdekat'"", "" 'pakai'"", "" 'manual'"", "" 'nahan'"", "" 'sakit'"", "" 'posisi'"", "" 'kota'""]",Pelayanan,negatif
1,"[""'chat'"", "" 'berbayar'"", "" 'lebih baik'"", "" 'pakai'"", "" 'oke'"", "" 'gogle'"", "" 'gratis'""]",Pelayanan,negatif
5,"[""'aplikasi'"", "" 'membantu'"", "" 'metode'"", "" 'pembayaran'"", "" 'tambahin'"", "" 'pembesaran'"", "" 'cash'"", "" 'tingkatkan'"", "" 'sukses'"", "" 'halodoc'"", "" 'terima'"", "" 'kasih'""]",Pelayanan,negatif
5,"[""'bagus'"", "" 'puas'"", "" 'halodoc'"", "" 'petugas'"", "" 'ramah'"", "" 'memahami'"", "" 'dibidang'"", "" 'kepemilikan'"", "" 'halodoc'"", "" 'sehinga'"", "" 'kustomer'"", "" 'layani'"", "" 'ramah'"", "" 'kustomer'"", "" 'merasakan'"", "" 'puas'"", "" 'halodoc'"", "" 'upgrade'"", "" 'bidang'"", "" 'kedokteran'"", "" 'update'"", "" 'terbaru'"", "" 'medicine'"", "" 'informasi'"", "" 'virus'"", "" 'corona'"", "" 'virus'"", "" 'vaksin'"", "" 'umur'"", "" 'servis'"", "" 'drivethru'"", "" 'dimudahkan'"", "" 'pengajuan'"", "" 'sertifikat'"", "" 'hasil'"", "" 'harga'"", "" 'terjangkau'""]",Anekdot/Serbaneka,positif
5,"[""'terima'"", "" 'kasih'"", "" 'halodoc'"", "" 'membntu'"", "" 'era'"", "" 'pandemi'"", "" 'ribet'"", "" 'rumah sakit'"", "" 'konsultasi'"", "" 'diam'"", "" 'rumah'"", "" 'tingal'"", "" 'chat'"", "" 'dokter'"", "" 'ramah'"", "" 'responsif'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'pademi'""]",Anekdot/Serbaneka,positif
3,"[""'membantu'"", "" 'konsultasi'"", "" 'kesehatan'""]",Pelayanan,positif
3,"[""'selamat'"", "" 'malam'"", "" 'mohon'"", "" 'maf'"", "" 'berta'"", "" 'halodoc'"", "" 'berbayar'"", "" 'konsultasi'"", "" 'salah'"", "" 'dokter'"", "" 'mengunakan'"", "" 'aplikasi'"", "" 'terima kasih'""]",Pelayanan,netral
5,"[""'mencari'"", "" 'obat'"", "" 'gampang'"", "" 'pelayanan'"", "" 'cepat'""]",Pelayanan,positif
5,"[""'dokter'"", "" 'sabar'"", "" 'akurat'"", "" 'terima kasih'"", "" 'dok'"", "" 'bosen'"", "" 'ya'"", "" 'dok'"", "" 'kali'"", "" 'kesehatan'""]",Pelayanan,positif
5,"[""'aplikasi'"", "" 'membantu'"", "" 'anak'"", "" 'anak'"", "" 'keluarga'"", "" 'sehat'"", "" 'berangkat'"", "" 'klinik'"", "" 'langsung'"", "" 'terima'"", "" 'kasih'"", "" 'halodoc'""]",Anekdot/Serbaneka,positif
1,"[""'uang'"", "" 'pengembalian dana'"", "" 'juta'"", "" 'pembatalan'"", "" 'pacar'"", "" 'dikirim'"", "" 'tangal'"", "" 'februari'"", "" 'februari'"", "" 'status'"", "" 'proses'""]",Pelayanan,negatif
5,"[""'membantu'"", "" 'musim'"", "" 'pandemi'""]",Anekdot/Serbaneka,negatif
5,"[""'alhamdulilah'"", "" 'dokter'"", "" 'ramah'"", "" 'puas'"", "" 'berkeluh'"", "" 'kesah'"", "" 'biaya'"", "" 'murah'"", "" 'di rumah'"", "" 'memudahkan'"", "" 'diksi'"", "" 'resep'"", "" 'dikasi'"", "" 'penjelasan'"", "" 'detail'"", "" 'bayar'"", "" 'konsultasi'"", "" 'diskon'"", "" 'terima kasih'"", "" 'so'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'aplikasi'"", "" 'membantu'"", "" 'disat'"", "" 'pandemi'"", "" 'dokter'"", "" 'dokter'"", "" 'bagus'"", "" 'obat'"", "" 'obatan'"", "" 'efektif'"", "" 'apalagisuka'"", "" 'disc'"", "" 'konsultasi'""]",Anekdot/Serbaneka,positif
5,"[""'membantu'"", "" 'sat'"", "" 'pandemi'"", "" 'sat'""]",Anekdot/Serbaneka,positif
5,"[""'alhamdulilah'"", "" 'membantu'"", "" 'keluarga'"", "" 'setahun'"", "" 'mengunakan'"", "" 'halodoc'"", "" 'alhamdulilah'"", "" 'hasiat'"", "" 'obat'"", "" 'obatan'"", "" 'kasih'"", "" 'bagus'"", "" 'bagus'""]",Pelayanan,positif
5,"[""'aplikasi'"", "" 'membantu'"", "" 'harga'"", "" 'konsultasi'"", "" 'bersahabat'"", "" 'dokter'"", "" 'ramah'""]",Pelayanan,positif
5,"[""'dokter'"", "" 'ramah'"", "" 'respo'"", "" 'cepat'"", "" 'direkomendasikan'"", "" 'bersyukur'"", "" 'halodoc'"", "" 'repot'"", "" 'repot'"", "" 'kerumah'"", "" 'sakit'"", "" 'obat'"", "" 'langsung'"", "" 'dikirim'""]",Pelayanan,positif
5,"[""'bagus'"", "" 'membantu'"", "" 'respon'"", "" 'dokter'"", "" 'cepat'"", "" 'rumah sakit'"", "" 'tertawa'"", "" 'konsultasi'"", "" 'obat'"", "" 'dikirim'"", "" 'rumah'"", "" 'terima kasih'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'sat'"", "" 'pandemi'"", "" 'rumah'"", "" 'beli'"", "" 'obat'"", "" 'anak'"", "" 'sakit'"", "" 'suruh'"", "" 'terima kasih'"", "" 'aplikasi'"", "" 'membantu'""]",Anekdot/Serbaneka,positif
5,"[""'membantu'"", "" 'konsultasi'"", "" 'kesehatan'""]",Pelayanan,positif
4,"[""'pakai'"", "" 'aplk'"", "" 'halodoc'"", "" 'bingung'"", "" 'konsultasi'"", "" 'doc'"", "" 'ramah'"", "" 'terima kasih'""]",Pelayanan,positif
5,"[""'senang'"", "" 'deh'"", "" 'aplikasi'"", "" 'mempermudah'"", "" 'sehat'"", "" 'konsultasi'"", "" 'daring'"", "" 'disat'"", "" 'kondisi'"", "" 'pandemi'""]",Pelayanan,positif
5,"[""'pertanyan'"", "" 'kesehatan'"", "" 'konsultasi'"", "" 'dokter'"", "" 'dokter'"", "" 'ramah'"", "" 'ramah'"", "" 'jawabanya'""]",Pelayanan,positif
5,"[""'anjuran'"", "" 'kasih'"", "" 'obat'"", "" 'tips'"", "" 'berguna'""]",Pelayanan,positif
5,"[""'trimaksih'"", "" 'mas'"", "" 'amirul'"", "" 'cepat'"", "" 'merespon'"", "" 'surat'"", "" 'bagus'"", "" 'pekerjaan'"", "" 'man'"", "" 'kesulitan'"", "" 'aktifkan'"", "" 'lokasi'"", "" 'login'"", "" 'tolong'"", "" 'dibantu'"", "" 'senoari'""]",Sistem,negatif
5,"[""'mantap'"", "" 'secepat'"", "" 'kilat'"", "" 'penjelasan'"", "" 'detail'""]",Anekdot/Serbaneka,positif
5,"[""'ramah'"", "" 'ramah'"", "" 'mantapo'"", "" 'selaumemberikan'"", "" 'penjelasan'"", "" 'butuhkan'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'kondisi'"", "" 'covid'""]",Anekdot/Serbaneka,positif
4,"[""'maf'"", "" 'ta'"", "" 'rapid'"", "" 'antigen'"", "" 'kemayoran'"", "" 'metode'"", "" 'pembayaran'"", "" 'pakai'"", "" 'anjungan tunai mandiri'"", "" 'bri'"", "" 'terima kasih'""]",Anekdot/Serbaneka,netral
5,"[""'dokter'"", "" 'ramah'"", "" 'penjelasan'"", "" 'akurat'""]",Pelayanan,positif
5,"[""'terima kasih'"", "" 'dok'"", "" 'semoga'"", "" 'bermanfat'""]",Anekdot/Serbaneka,positif
5,"[""'aplikasi'"", "" 'mantap'"", "" 'murah'"", "" 'terima kasih'""]",Harga,positif
5,"[""'membantu'"", "" 'bermanfat'"", "" 'disat'"", "" 'pandemi'"", "" 'obat'"", "" 'dianjurkan'"", "" 'cepat'"", "" 'menyembuhkan'"", "" 'sesuai'"", "" 'penyakit'"", "" 'sasaran'"", "" 'terima'"", "" 'kasih'""]",Pelayanan,positif
5,"[""'mantap'"", "" 'konsultasi'"", "" 'jam'"", "" 'nol'"", "" 'sepuluh'"", "" 'obat'"", "" 'langsung'"", "" 'jam'"", "" 'sebelas'"", "" 'aplikasi'"", "" 'membantu'"", "" 'semoga'"", "" 'obat'"", "" 'cocok'""]",Pelayanan,positif
5,"[""'dokter'""]",Pelayanan,positif
1,"[""'pembayaran'"", "" 'ovo'"", "" 'dana'"", "" 'iya'""]",Anekdot/Serbaneka,netral
5,"[""'bagus'"", "" 'kasih'"", "" 'informasi'"", "" 'menarik'""]",Pelayanan,positif
5,"[""'mantap'"", "" 'murah'"", "" 'konsultasi'"", "" 'dokter'"", "" 'bayar'"", "" 'gopay'""]",Harga,positif
5,"[""'membantu'"", "" 'pengalaman'""]",Pelayanan,positif
5,"[""'penanganan'"", "" 'suka'"", "" 'panik'"", "" 'self'"", "" 'diagnose'"", "" 'berta'"", "" 'langsung'"", "" 'ahli'"", "" 'teman-teman'""]",Pelayanan,positif
5,"[""'pemesanan'"", "" 'pengiriman'"", "" 'obat'"", "" 'cepat'"", "" 'membantu'"", "" 'keadan'"", "" 'mendesak'"", "" 'ayah'"", "" 'obat'"", "" 'jantung'"", "" 'secepat'"", "" 'jam'"", "" 'terima'"", "" 'kasih'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'aplikasi'"", "" 'mantap'"", "" 'membantu'""]",Anekdot/Serbaneka,positif
5,"[""'aplikasi'"", "" 'bagus'"", "" 'dokter'"", "" 'respon'"", "" 'cepat'""]",Pelayanan,positif
5,"[""'pelayanan'"", "" 'hasil'"", "" 'cepat'"", "" 'diterima'"", "" 'customer'""]",Pelayanan,positif
5,"[""'chat'"", "" 'dokter'"", "" 'membantu'""]",Pelayanan,positif
5,"[""'praktis'"", "" 'membantu'"", "" 'terima kasih'""]",Anekdot/Serbaneka,positif
3,"[""'w'"", "" 'kirim'"", "" 'mata'"", "" 'm'"", "" 'yun'"", "" 'ukm'"", "" 'j'"", "" 'mi'""]",Anekdot/Serbaneka,netral
5,"[""'puas'"", "" 'halodoc'"", "" 'cepat'"", "" 'tangap'""]",Anekdot/Serbaneka,positif
4,"[""'berbayar'"", "" 'gratis'"", "" 'na'"", "" 'obat'"", "" 'batuk'"", "" 'pilek'"", "" 'terbaik'"", "" 'dijual'"", "" 'warung'"", "" 'ngak'"", "" 'paham'"", "" 'perbedan'"", "" 'obat'"", "" 'lumayan'"", "" 'lihat'"", "" 'dokter'"", "" 'cantik'"", "" 'pengalaman'"", "" 'lulusan'"", "" 'bintang'"", "" 'pas'""]",Pelayanan,negatif
5,"[""'terima kasih'"", "" 'dokter'"", "" 'uji'"", "" 'asiah'"", "" 'm'"", "" 'sc'"", "" 'dokter'"", "" 'ramah'"", "" 'penjelasan'"", "" 'senang'"", "" 'konsultasi'"", "" 'bu'"", "" 'dokter'""]",Pelayanan,positif
5,"[""'sedang apa'"", "" 'mengantri'"", "" 'klinik'"", "" 'rumah'"", "" 'sakit'"", "" 'dokter'"", "" 'lebih baik'"", "" 'halodoc'"", "" 'tingal'"", "" 'klik'"", "" 'konsultasi'"", "" 'keluhan'"", "" 'tungu'"", "" 'obat'"", "" 'beres'"", "" 'halodoc'"", "" 'keren'"", "" 'terima kasih'"", "" 'kasih'"", "" 'halodoc'""]",Pelayanan,positif
2,"[""'bintang'"", "" 'pilihan'"", "" 'pembayaran'"", "" 'terbatas'"", "" 'dievaluasi'"", "" 'pilihan'"", "" 'pembayaran'"", "" 'linkaja'"", "" 'transfer'"", "" 'mengunakan'"", "" 'rekening'"", "" 'virtual'""]",Sistem,negatif
3,"[""'paket'"", "" 'pertangung'"", "" 'terima kasih'"", "" 'dana'"", "" 'diganti'"", "" 'proses'""]",Pelayanan,negatif
2,"[""'sat'"", "" 'bintang'"", "" 'coba'"", "" 'masuk'"", "" 'halodoc'"", "" 'langsung'"", "" 'sinyal'"", "" 'telepon genggam'"", "" 'mendukung'""]",Sistem,negatif
5,"[""'alhamdulilah'"", "" 'konsultasi'"", "" 'langsung'"", "" 'dokter'"", "" 'spesialis'"", "" 'semoga'"", "" 'sukses'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'kali'"", "" 'konsultasi'"", "" 'memuaskan'"", "" 'lumayan'"", "" 'ramah'""]",Pelayanan,positif
5,"[""'penolong'"", "" 'user'"", "" 'friendly'""]",Sistem,positif
5,"[""'membantu'"", "" 'sat'"", "" 'kondisi'"", "" 'dtng'"", "" 'rumah'"", "" 'sakit'"", "" 'pasien'"", "" 'aman'"", "" 'sehat'"", "" 't'"", "" 'jaga'"", "" 'terima'"", "" 'kasih'"", "" 'halo'"", "" 'doc'"", "" 'pertahankan'"", "" 'respon'"", "" 'cepat'"", "" 'dokter'""]",Pelayanan,positif
1,"[""'konsultasi'"", "" 'pakai'"", "" 'bayar'"", "" 'kaya'"", "" 'lebih baik'"", "" 'langsung'"", "" 'rumah sakit'"", "" 'langsung'"", "" 'kasih'"", "" 'obat'"", "" 'buka'"", "" 'membantu'"", "" 'inimah'""]",Pelayanan,negatif
5,"[""'membantu'"", "" 'disat'"", "" 'urgent'"", "" 'membutuhkan'"", "" 'obat'"", "" 'malam'"", "" 'haripun'"", "" 'chat'"", "" 'dokter'"", "" 'spesialis'"", "" 'obat'"", "" 'cepat'"", "" 'terima kasih'"", "" 'gosend'""]",Pelayanan,positif
1,"[""'kode'"", "" 'voucher'"", "" 'bilang'"", "" 'invalid'""]",Anekdot/Serbaneka,netral
5,"[""'proses'"", "" 'mudah'"", "" 'cepat'"", "" 'pemesanan'"", "" 'obat'""]",Pelayanan,positif
5,"[""'terima kasih'"", "" 'halodoc'"", "" 'mudah'"", "" 'konsultasi'"", "" 'dokter'"", "" 'semoga'"", "" 'sakit'"", "" 'sembuh'"", "" 'amin'""]",Pelayanan,positif
5,"[""'membantu'"", "" 'sakit'"", "" 'mag'"", "" 'kosan'"", "" 'berjalan'"", "" 'apotek'"", "" 'pesan'"", "" 'halodoc'"", "" 'beli'"", "" 'gojek'"", "" 'puji'"", "" 'tuhan'"", "" 'langsung'"", "" 'minum'"", "" 'obat'"", "" 'sembuh'"", "" 'untung'"", "" 'halodoc'""]",Pelayanan,positif
5,"[""'bagus'"", "" 'bermanfat'"", "" 'teratas'""]",Anekdot/Serbaneka,positif
